"pid","countries","x","modalities","modalities2"
"38664377","[""Australia"", ""Canada"", ""Germany"", ""Norway"", ""United Kingdom""]","[""Structural MRI"", ""Clinical"", ""Sociodemographic"", ""Genetic""], [""MRI"", ""clinical data""]","[""Structural MRI"", ""Clinical"", ""Sociodemographic"", ""Genetic""]","[""MRI"", ""clinical data""]"
"38769334","[""Canada"", ""France"", ""Germany"", ""Hungary"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Spain"", ""United Kingdom""]",NULL,"[""Medical"", ""Pharmacology""]",NULL
"38807993","[""Canada"", ""Poland"", ""United Kingdom"", ""United States""]","[""Text""], [""text""]","[""Text""]","[""text""]"
"38838843","[""Canada"", ""United Kingdom"", ""United States""]","[""Text""], []","[""Text""]","[]"
"38842257","[""Canada"", ""China"", ""Germany"", ""Israel"", ""Netherlands"", ""Poland"", ""Spain"", ""United Kingdom""]","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""], [""Serum metabolites""]","[""Serum metabolites"", ""Magnetic resonance enterography"", ""Ileocolonoscopy""]","[""Serum metabolites""]"
"38875686","[""Canada"", ""United Kingdom""]","[""Interviews""], [""Audio"", ""Video""]","[""Interviews""]","[""Audio"", ""Video""]"
"38960508","[""Australia"", ""Canada"", ""United Kingdom"", ""United States""]","[""Cardiovascular""], [""text""]","[""Cardiovascular""]","[""text""]"
"39013848","[""Australia"", ""Canada"", ""China"", ""Germany"", ""Italy"", ""Japan"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""Magnetic Resonance"", ""Brain Imaging""]",NULL
"37829182","[""Australia"", ""Canada"", ""China"", ""Colombia"", ""Hong Kong"", ""South Korea"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,"[""Medical Imaging"", ""Electronic Health Records""]",NULL
"34694234","[""Canada"", ""United Kingdom"", ""United States""]",NULL,"[""Clinical""]",NULL
"31919503","[""Canada"", ""Turkey"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"31926806","[""Australia"", ""Brazil"", ""Canada"", ""Germany"", ""Japan"", ""New Zealand"", ""Sweden"", ""Taiwan"", ""United Kingdom"", ""United States""]",NULL,"[null, null, null, null, null]",NULL
"38542033","[""Canada"", ""Netherlands"", ""Spain"", ""United Kingdom""]",NULL,"[""medical""]",NULL
