"pid","modalities","modalities2","x"
"35179046",NULL,NULL,"{}"
"35184845","{Image}","{Images}","{Image,Images}"
"35193167","{"""",facial,expressions}","{face,emotion}","{"""",emotion,expressions,face,facial}"
"35194075","{CT,scans}","{CT}","{CT,scans}"
"35210316",NULL,"{Imaging,Machine,Learning}","{Imaging,Learning,Machine}"
"35210331","{Neuroradiology,Radiology,Neurology,Medicine}","{Neuroradiology,Radiology,Neurology}","{Medicine,Neurology,Neuroradiology,Radiology}"
"35214095","{Fluid,Flow,Solute,Transport}","{Text,Abstract}","{Abstract,Flow,Fluid,Solute,Text,Transport}"
"35216930",NULL,"{CT}","{CT}"
"35225756",NULL,"{""null"",""null"",""null"",""null"",""null"",""null""}","{""null""}"
"35231927","{Functional,MRI}","{fMRI}","{fMRI,Functional,MRI}"
"35240789","{Cardiac,MRI,Other,imaging,factors}","{Images}","{Cardiac,factors,Images,imaging,MRI,Other}"
"35264564",NULL,NULL,"{}"
"35269470","{Research,Medical}","{text,image}","{image,Medical,Research,text}"
"35293872","{TEXT}","{text,data}","{data,text,TEXT}"
"35294251","{brain,functional,magnetic,resonance,imaging,behavioral}","{fMRI}","{behavioral,brain,fMRI,functional,imaging,magnetic,resonance}"
"35297114","{7,T,MRI}","{7,T,MRI,MP2RAGE,T2,*-weighted,GRE}","{7,GRE,MP2RAGE,MRI,T,T2,*-weighted}"
"35305867","{Genomic}","{Text}","{Genomic,Text}"
"35311178","{Clinical,Genomic}","{Text}","{Clinical,Genomic,Text}"
"35321230","{functional,magnetic,resonance,imaging,diffusion,MRI}","{fmri,diffusion,MRI}","{diffusion,fmri,functional,imaging,magnetic,MRI,resonance}"
"35321918",NULL,"{Modality_used:,Imaging,Type_of_Modalitiy:,CT,Scan,Modality_used:,Physiological,signals,Type_of_Modalitiy:,ECG}","{CT,ECG,Imaging,Modality_used:,Physiological,Scan,signals,Type_of_Modalitiy:}"
"35322668","{Text}","{value:,text,value:,administrative,data}","{administrative,data,text,Text,value:}"
"35361575","{MR,imaging}","{T2-weighted,gadolinium-enhanced,T1-weighted}","{gadolinium-enhanced,imaging,MR,T1-weighted,T2-weighted}"
"35361921","{Whole-blood,DNAm}","{genomics,epigenetics}","{DNAm,epigenetics,genomics,Whole-blood}"
"35363276",NULL,"{morphological,locomotor,sensory,and,learning,phenotypes}","{and,learning,locomotor,morphological,phenotypes,sensory}"
"35372638",NULL,NULL,"{}"
"35377806","{single-cell,RNA-sequencing}","{Name:,Cellular,Description:,""null"",Name:,Transcriptional,Description:,""null""}","{Cellular,Description:,Name:,""null"",RNA-sequencing,single-cell,Transcriptional}"
"35381453","{Medical,imaging}","{SPECT,PET}","{imaging,Medical,PET,SPECT}"
"35391789",NULL,NULL,"{}"
"35394862","{Text}","{""""}","{"""",Text}"
"35405523","{Cardiovascular,signatures}","{Affiliation}","{Affiliation,Cardiovascular,signatures}"
"35410226","{Cardiovascular,magnetic,resonance,(CMR),images}","{Imaging,Data,Cardiovascular,Data}","{Cardiovascular,(CMR),Data,images,Imaging,magnetic,resonance}"
"35419699","{SPECT}","{SPECT}","{SPECT}"
"35422402","{CT}","{Sagittal,images,Axial,images}","{Axial,CT,images,Sagittal}"
"35434676","{Electronic,health,records,Genomic,data}","{None}","{data,Electronic,Genomic,health,None,records}"
"35449371",NULL,"{Novel,dataset,Multiple,disease,areas}","{areas,dataset,disease,Multiple,Novel}"
"35454066","{Magnetic,Resonance}","{Magnetic,Resonance,(MR),images}","{images,Magnetic,(MR),Resonance}"
"35459793",NULL,NULL,"{}"
"35466939","{MRI,Genetic,Data}","{MRI,Genetic}","{Data,Genetic,MRI}"
"35475554","{Genotype-phenotype,data}","{Text}","{data,Genotype-phenotype,Text}"
"35477557","{genomics}","{gene_expression}","{gene_expression,genomics}"
"35483906","{MR,Imaging}","{MR,imaging}","{imaging,Imaging,MR}"
"35486643","{Brain,Imaging}","{brain,imaging}","{brain,Brain,imaging,Imaging}"
"35490557","{Near-Infrared,Spectroscopy}","{fNIRS,cognitive}","{cognitive,fNIRS,Near-Infrared,Spectroscopy}"
"35490641","{3D,simulation,Tumor,growth}","{Medical,Imaging}","{3D,growth,Imaging,Medical,simulation,Tumor}"
"35511879","{retinal,vessel,analysis,computed,tomography,angiography}","{Image,data,(retinal,fundus,images),Clinical,outcomes}","{analysis,angiography,Clinical,computed,data,fundus,Image,images),outcomes,(retinal,retinal,tomography,vessel}"
"35512997","{Nuclear,Cardiology}","{value:,""null"",value:,""null"",value:,""null"",value:,""null""}","{Cardiology,Nuclear,""null"",value:}"
"35536000","{diffusion,tensor,resting-state,functional,magnetic,resonance,imaging}","{structural,and,functional,MRI}","{and,diffusion,functional,imaging,magnetic,MRI,resonance,resting-state,structural,tensor}"
"35540307",NULL,"{IoT,vaccine}","{IoT,vaccine}"
"35550304",NULL,NULL,"{}"
"35553346",NULL,"{EEG}","{EEG}"
"35558638","{Audio}","{Audio}","{Audio}"
"35562794","{Flow,Cytometry}",NULL,"{Cytometry,Flow}"
"35568604","{Clinical}",NULL,"{Clinical}"
"35578132","{Functional,connectivity}","{resting-state,functional,connectivity}","{connectivity,functional,Functional,resting-state}"
"35586452","{Acoustic}","{Acoustic,data}","{Acoustic,data}"
"35594754","{Electronic,Medical,Records}","{Electronic,Medical,Records,Claims,Data}","{Claims,Data,Electronic,Medical,Records}"
"35603264","{Electronic,health,record,data}","{uncomplicated,urinary,tract,infections,infections}","{data,Electronic,health,infections,record,tract,uncomplicated,urinary}"
"35608211","{Imaging,Cardiovascular}","{image,functional}","{Cardiovascular,functional,image,Imaging}"
"35616520",NULL,"{modality:,None,modality:,Department,of,Child,and,Adolescent,Psychiatry,and,Psychotherapy,University,Medical,Centre,Göttingen,Göttingen,Germany.}","{Adolescent,and,Centre,Child,Department,Germany.,Göttingen,Medical,modality:,None,of,Psychiatry,Psychotherapy,University}"
"35632155","{Upper,limb,exercises}","{Anthropomorphic,Exoskeleton,Robot}","{Anthropomorphic,exercises,Exoskeleton,limb,Robot,Upper}"
"35640774","{EHR,Insurance,Claims}","{Electronic,health,record}","{Claims,EHR,Electronic,health,Insurance,record}"
"35641101","{Echocardiographic}","{Echocardiographic,Clinical}","{Clinical,Echocardiographic}"
"35657100","{Videofluoroscopic,Kinematic}","{video,kinematics}","{Kinematic,kinematics,video,Videofluoroscopic}"
"35659446","{T1,weighted,MRI,scans,SPECT,CSF}","{Neuroimaging,Biological}","{Biological,CSF,MRI,Neuroimaging,scans,SPECT,T1,weighted}"
"35661152","{Imaging,Clinical}","{Diagnostic,Imaging,Neurosurgery,Pediatrics}","{Clinical,Diagnostic,Imaging,Neurosurgery,Pediatrics}"
"35670996","{Neurology,Radiology}","{text}","{Neurology,Radiology,text}"
"35676445","{Radiation,Oncology,Biomedical,Data,Science}","{affiliation,radiation,oncology}","{affiliation,Biomedical,Data,oncology,Oncology,radiation,Radiation,Science}"
"35688143","{Electrocardiograms}","{ECG,Reduced-lead,electrocardiograms}","{ECG,electrocardiograms,Electrocardiograms,Reduced-lead}"
"35694836","{Imaging,Clinical,status}","{Urology}","{Clinical,Imaging,status,Urology}"
"35710638","{metabolomics,gas,chromatography-liquid,chromatography,mass,spectrometry}","{Liquid,chromatography,Mass,spectrometry}","{chromatography,chromatography-liquid,gas,Liquid,mass,Mass,metabolomics,spectrometry}"
"35720974","{Sequencing}",NULL,"{Sequencing}"
"35727872","{Imaging,Nuclear,Medicine}",NULL,"{Imaging,Medicine,Nuclear}"
"35751196",NULL,"{""""}","{""""}"
"35767811",NULL,"{text,affiliation,information}","{affiliation,information,text}"
"35809887","{Magnetic,Resonance,Angiography,MR,imaging}","{MRI}","{Angiography,imaging,Magnetic,MR,MRI,Resonance}"
"35814055","{Auditory}","{Auditory}","{Auditory}"
"35815015","{Structural,neuroimaging,data,(T1-weighted)}","{MRI}","{data,MRI,neuroimaging,Structural,(T1-weighted)}"
"35846158","{Amyloid,Fluorodeoxyglucose}","{positron,emission,tomography,fluorodeoxyglucose}","{Amyloid,emission,fluorodeoxyglucose,Fluorodeoxyglucose,positron,tomography}"
"35861853","{Accelerometer}","{Accelerometer,Clinical,assessment,metrics}","{Accelerometer,assessment,Clinical,metrics}"
"35867160","{Kidney,ultrasounds,Clinical,data}","{Ultrasound,MRI}","{Clinical,data,Kidney,MRI,Ultrasound,ultrasounds}"
"35878565","{Nonbrain,Structural,MRI,Functional,connectivity}","{non-brain,data,structural,MRI,functional,connectivity}","{connectivity,data,functional,Functional,MRI,non-brain,Nonbrain,structural,Structural}"
"35879995","{RNA,sequencing}","{Modality:,Text,Modality:,Image}","{Image,Modality:,RNA,sequencing,Text}"
"35887329","{Proteomic,Biomarkers}","{text,image}","{Biomarkers,image,Proteomic,text}"
"35929952","{Laboratory,data,Demographic,data}","{text,machine,learning}","{data,Demographic,Laboratory,learning,machine,text}"
"35891394","{Viral,load,measurements,Number,of,cases}","{Ct,Number,of,cases}","{cases,Ct,load,measurements,Number,of,Viral}"
"35905414","{Hospitalization,data}",NULL,"{data,Hospitalization}"
"35906315","{Cardiorespiratory,signals}","{cardiorespiratory,signals}","{cardiorespiratory,Cardiorespiratory,signals}"
"35908273","{Raman,spectroscopy}","{Spectroscopy}","{Raman,spectroscopy,Spectroscopy}"
"35920839","{Continuous,glucose,monitoring,Short-acting,insulin,doses,Tracking,long-acting,insulin,doses}","{Continuous,glucose,monitoring,Short-acting,insulin,doses,Long-acting,insulin,doses}","{Continuous,doses,glucose,insulin,long-acting,Long-acting,monitoring,Short-acting,Tracking}"
"35938254","{social,media,conversations}","{Text}","{conversations,media,social,Text}"
"35946086","{Optical,coherence,tomography}","{Images:,""null"",OCT,features:,true}","{coherence,features:,Images:,""null"",OCT,Optical,tomography,true}"
"35953082",NULL,NULL,"{}"
"35970914","{Facial,phenotyping,Medical,records}","{photos,videos}","{Facial,Medical,phenotyping,photos,records,videos}"
"35980437","{intraoral,periapical,radiographs,CBCT}","{Image}","{CBCT,Image,intraoral,periapical,radiographs}"
"35990802","{text}","{Text,Text,Text,Text,Text,Text,Text,Text,Text}","{text,Text}"
"36046472","{Structural,Magnetic,Resonance,Imaging,(MRI)}","{MRI,Magnetic,Resonance,Imaging}","{Imaging,Magnetic,(MRI),MRI,Resonance,Structural}"
"36029344","{Computed,Tomography,Magnetic,Resonance,Imaging}","{text}","{Computed,Imaging,Magnetic,Resonance,text,Tomography}"
"36030226","{Phone-based,Self-assessment}","{behavioral,data,self-assessment}","{behavioral,data,Phone-based,self-assessment,Self-assessment}"
"36041077","{pressure,temperature,moisture}","{Humidity:,true,Temperature:,true,Surface_pressure:,true}","{Humidity:,moisture,pressure,Surface_pressure:,temperature,Temperature:,true}"
"36057825","{FDG-PET,Metabolic,brain,features}","{FDG-PET}","{brain,FDG-PET,features,Metabolic}"
"36064040","{CT,Imaging}","{Imaging}","{CT,Imaging}"
"36071172",NULL,"{image,text}","{image,text}"
"36072822","{Laboratory,results,Demographics,Clinical,characteristics}","{Electronic,health,records,Laboratory,results}","{characteristics,Clinical,Demographics,Electronic,health,Laboratory,records,results}"
"36093921",NULL,"{Image,Text}","{Image,Text}"
"36103642","{Computed,Tomography}","{CT,scans}","{Computed,CT,scans,Tomography}"
"36104471","{Physiology,Neurology,Neuroscience}","{Modality:,Physiology,Modality:,Neurology}","{Modality:,Neurology,Neuroscience,Physiology}"
"36119746","{Voltage,gradient,Photoplethysmographic}","{Signal,Image}","{gradient,Image,Photoplethysmographic,Signal,Voltage}"
"36126124","{Imaging}","{""""}","{"""",Imaging}"
"36137759","{SPECT,CT}","{SPECT,CT}","{CT,SPECT}"
"36146592",NULL,"{Text}","{Text}"
"36157589","{blood,counts}","{Hematology,Medical,Oncology}","{blood,counts,Hematology,Medical,Oncology}"
"36159919","{Survey}","{Modality:,Survey,data,Modality:,Questionnaire,data}","{data,Modality:,Questionnaire,Survey}"
"36164267","{Stool}","{Stool,samples,Faecal,samples}","{Faecal,samples,Stool}"
"36171426","{RNA,Translation}","{EEG,fMRI}","{EEG,fMRI,RNA,Translation}"
"36171558","{Administrative,Claims,Data}",NULL,"{Administrative,Claims,Data}"
"36171645","{DNA,methylation}","{Imaging,genomics}","{DNA,genomics,Imaging,methylation}"
"36183620","{X-rays}","{radiographs}","{radiographs,X-rays}"
"36211581","{Electromechanical}","{electrical,mechanical}","{electrical,Electromechanical,mechanical}"
"36217108","{Blood,biomarkers}","{blood,biomarkers}","{biomarkers,blood,Blood}"
"36217916","{Electrophysiological,Signals}","{Electrophysiological,signals}","{Electrophysiological,signals,Signals}"
"36219586",NULL,"{X-ray,images,CT,scans}","{CT,images,scans,X-ray}"
"36229614","{Biological,and,Environmental,Engineering,Surgery,Polymer,Science,and,Engineering}",NULL,"{and,Biological,Engineering,Environmental,Polymer,Science,Surgery}"
"36233593","{Text,Nil}","{""""}","{"""",Nil,Text}"
"36236373","{NIRS,Respiratory}","{Near-Infrared,Spectroscopy}","{Near-Infrared,NIRS,Respiratory,Spectroscopy}"
"36245949",NULL,"{viral,RNA,kinetics}","{kinetics,RNA,viral}"
"36254822","{Endoscopic,Frames}","{endoscopic,recordings}","{endoscopic,Endoscopic,Frames,recordings}"
"36258306","{Clinical}","{text,numeric}","{Clinical,numeric,text}"
"36264067","{""""}","{Age,Sex,Surgical,resection,status,Tumor,histology,and,tumor,site}","{"""",Age,and,histology,resection,Sex,site,status,Surgical,tumor,Tumor}"
"36274041","{Cardiology,Imaging,Radiology}",NULL,"{Cardiology,Imaging,Radiology}"
"36280197",NULL,"{sleep,mental,health}","{health,mental,sleep}"
"36284402","{Coronary,Calcium,Scores}","{Image}","{Calcium,Coronary,Image,Scores}"
"36301485","{Electronic,Health,Records}","{text:,true,image:,""null""}","{Electronic,Health,image:,""null"",Records,text:,true}"
"36307551","{MRI}","{MRI}","{MRI}"
"36319708","{Blood,serum}","{NlmCategory,blood,serum}","{blood,Blood,NlmCategory,serum}"
"36320964","{Sociodemographic,profile,biological,developmental,and,environmental,risk,factors}","{speech,and,language,delay}","{and,biological,delay,developmental,environmental,factors,language,profile,risk,Sociodemographic,speech}"
"36326618","{T2-w,T2-FLAIR,T1-w,T1-Gd}","{T2-w,T2-FLAIR,T1-w,T1-Gd}","{T1-Gd,T1-w,T2-FLAIR,T2-w}"
"36332954","{Self-report,questionnaires,Semi-structured,qualitative,interviews}",NULL,"{interviews,qualitative,questionnaires,Self-report,Semi-structured}"
"36344655","{grey,and,white,matter,structure}","{grey,and,white,matter,structure}","{and,grey,matter,structure,white}"
"36351912","{Echocardiogram}","{Echocardiogram}","{Echocardiogram}"
"36366153","{Electromyography}","{Electromyography}","{Electromyography}"
"36367438","{Physical,activity,Sedentary,time}","{activity,sedentary,time}","{activity,Physical,sedentary,Sedentary,time}"
"36367528","{Video,Facial,movement}","{Video,Audio}","{Audio,Facial,movement,Video}"
"36368616","{Imaging}","{Plasma,proteins,Clinical,factors}","{Clinical,factors,Imaging,Plasma,proteins}"
"36371527","{Microscopy,Immunohistochemistry,Anatomy,Etiologies,Imaging}","{Microscopy,Immunohistochemistry,Anatomy}","{Anatomy,Etiologies,Imaging,Immunohistochemistry,Microscopy}"
"36378672",NULL,"{Tag:,USA,Country:,United,States,of,America,Tag:,CA,Country:,Canada}","{America,CA,Canada,Country:,of,States,Tag:,United,USA}"
"36382003","{N/A}",NULL,"{N/A}"
"36388142","{Computed,Tomography,(CT),Fluorodeoxyglucose,Positron,Emission,Tomography-Computed,Tomography,(FDG,PET-CT)}","{CT,FDG,PET-CT}","{Computed,(CT),CT,Emission,(FDG,FDG,Fluorodeoxyglucose,PET-CT,PET-CT),Positron,Tomography,Tomography-Computed}"
"36394258","{medical}","{Text,Image}","{Image,medical,Text}"
"36394938",NULL,"{text}","{text}"
"36396455","{Montreal,Neurological,Institute,McGill,University,Research,Center,for,Studies,in,Aging,University,of,Gothenburg,Departments,of,Psychiatry,and,Neurology,University,of,Pittsburgh,School,of,Medicine}",NULL,"{Aging,and,Center,Departments,for,Gothenburg,in,Institute,McGill,Medicine,Montreal,Neurological,Neurology,of,Pittsburgh,Psychiatry,Research,School,Studies,University}"
"36396865","{Magnetic,resonance,imaging,(MRI)}","{MRI}","{imaging,Magnetic,(MRI),MRI,resonance}"
"36399579","{epigenomic,transcriptomic,proteomic,metabolomic}","{Epigenomic,Transcriptomic,Proteomic,Metabolomic}","{epigenomic,Epigenomic,metabolomic,Metabolomic,proteomic,Proteomic,transcriptomic,Transcriptomic}"
"36400939","{Images}","{knee,osteoarthritis,cervical,cancer,screening}","{cancer,cervical,Images,knee,osteoarthritis,screening}"
"36414774",NULL,"{text,flags}","{flags,text}"
"36426683",NULL,NULL,"{}"
"36442460","{Imaging,Clinical}","{Clinical,variables,imaging,features}","{Clinical,features,imaging,Imaging,variables}"
"36469776",NULL,NULL,"{}"
"36470898",NULL,"{modality:,image,modality:,text}","{image,modality:,text}"
"36471160","{T1w-CE,MRI}","{MRI}","{MRI,T1w-CE}"
"36472344","{Whole,blood}","{gene,expression}","{blood,expression,gene,Whole}"
"36473647","{MRI,T1-weighted,MRI,T2-weighted,MRI}","{Image,Text}","{Image,MRI,T1-weighted,T2-weighted,Text}"
"36481929",NULL,NULL,"{}"
"36484420",NULL,"{""""}","{""""}"
"36484722","{Physical,Balance}","{""""}","{"""",Balance,Physical}"
"36502696","{Electroencephalography}","{EEG}","{EEG,Electroencephalography}"
"36509776","{RNA-Seq}","{RNA-Sequence}","{RNA-Seq,RNA-Sequence}"
"36516913","{Functional,Near-Infrared,Spectroscopy}","{neuroanatomical,areas}","{areas,Functional,Near-Infrared,neuroanatomical,Spectroscopy}"
"36524810","{Verbal}","{Language,use,Pain,relief}","{Language,Pain,relief,use,Verbal}"
"36525893","{EEG}","{EEG}","{EEG}"
"36530391","{Immune,biomarkers}","{blood,biomarkers}","{biomarkers,blood,Immune}"
"36544398","{Singleton,pregnancies,Cervical,status,Body,Mass,Index,Maternal,age,Comorbidities}","{Text}","{age,Body,Cervical,Comorbidities,Index,Mass,Maternal,pregnancies,Singleton,status,Text}"
"36553079","{DECT}","{DECT,Images}","{DECT,Images}"
"36569558","{Health}",NULL,"{Health}"
"36591527","{Image}","{multimodal}","{Image,multimodal}"
"36595510","{Vestibular}","{vestibular,sensor,data}","{data,sensor,vestibular,Vestibular}"
"36597699",NULL,"{survival,analysis}","{analysis,survival}"
"36603288","{Pathology}","{Pathology,Imaging}","{Imaging,Pathology}"
"36605114","{image}","{image}","{image}"
"36628172","{Signal,on,graph}","{graph,signals}","{graph,on,Signal,signals}"
"36632859","{Audio}","{audio}","{audio,Audio}"
"36635575","{Metabolomics,Microbiome}","{Metabolomics,Microbiome,sequencing}","{Metabolomics,Microbiome,sequencing}"
"36645143","{image}","{Image,Fractal,dimension}","{dimension,Fractal,image,Image}"
"36649481","{Clinical,Notes,Diagnosis,Codes,Procedure,Codes,Chart,Events}",NULL,"{Chart,Clinical,Codes,Diagnosis,Events,Notes,Procedure}"
"36652661","{Computed,Tomography,Stereotactic,Body,Radiotherapy}","{CT,Imaging}","{Body,Computed,CT,Imaging,Radiotherapy,Stereotactic,Tomography}"
"36681813","{Flow,cytometry}","{text:,""null""}","{cytometry,Flow,""null"",text:}"
"36691875","{Fluoroscopy}","{Fluoroscopy}","{Fluoroscopy}"
"36695623","{Harmonized,Individual}","{Machine,learning,Statistics}","{Harmonized,Individual,learning,Machine,Statistics}"
"36711754",NULL,"{Images,Text}","{Images,Text}"
"36709079","{Genotype,Phenotype}","{Text}","{Genotype,Phenotype,Text}"
"36712571","{Radiology}","{Imaging,Genomics}","{Genomics,Imaging,Radiology}"
"36716998","{Text}",NULL,"{Text}"
"36724157",NULL,"{Subjective,and,objective,social,deprivation}","{and,deprivation,objective,social,Subjective}"
"36732110","{audio}","{audio,text}","{audio,text}"
"36747065","{ECG}","{ECG}","{ECG}"
"36765908","{MRI,MR}","{Modality:,MRI,Modality:,T1-weighted,and,T2-FLAIR,images}","{and,images,Modality:,MR,MRI,T1-weighted,T2-FLAIR}"
"36772710","{Brightness,mode,(B-mode),ultrasound}","{ultrasound}","{(B-mode),Brightness,mode,ultrasound}"
"36788215","{Metagenomic,sequencing}","{metagenomics}","{Metagenomic,metagenomics,sequencing}"
"36812626","{Cardiovascular,Magnetic,Resonance,Late,Gadolinium,Enhancement}","{MRI,images}","{Cardiovascular,Enhancement,Gadolinium,images,Late,Magnetic,MRI,Resonance}"
"36812632","{Electronic,Health,Records}",NULL,"{Electronic,Health,Records}"
"36812648","{Physiological,Activity}","{Wristband}","{Activity,Physiological,Wristband}"
"36817429","{Genomic,Quantitative}","{genomics}","{Genomic,genomics,Quantitative}"
"36821110","{X-ray,MRI,CT,Scan}",NULL,"{CT,MRI,Scan,X-ray}"
"36867224",NULL,NULL,"{}"
"36873304","{Neck-Attached,Sensors,Machine,Learning}","{Audio}","{Audio,Learning,Machine,Neck-Attached,Sensors}"
"36893934","{medical}","{text,numeric}","{medical,numeric,text}"
"36894697","{Magnetic,Resonance,Imaging,(MRI),Computed,Tomography,(CT)}","{MRI,CT}","{Computed,(CT),CT,Imaging,Magnetic,(MRI),MRI,Resonance,Tomography}"
"36898486","{X-Ray}","{Image}","{Image,X-Ray}"
"36909463","{Digital,Images}","{images}","{Digital,images,Images}"
"36912861","{"""",""null""}","{text,numeric}","{"""",""null"",numeric,text}"
"36920391","{Text}","{modality:,text}","{modality:,text,Text}"
"36921979","{medical}",NULL,"{medical}"
"36944631","{Magnetic,resonance,imaging}","{Cardiovascular}","{Cardiovascular,imaging,Magnetic,resonance}"
"36946533","{Language}","{Speech}","{Language,Speech}"
"36958708","{Echocardiography}","{Echocardiography}","{Echocardiography}"
"36962760","{Metabolites,Ultrasound}","{Metabolite,data,Ultrasound,images}","{data,images,Metabolite,Metabolites,Ultrasound}"
"36993597","{Functional,MRI,Diffusion,tractography,Cortical,morphometry,Positron,emission,tomography}","{fMRI,diffusion,tractography,cortical,morphometry,PET}","{cortical,Cortical,diffusion,Diffusion,emission,fMRI,Functional,morphometry,MRI,PET,Positron,tomography,tractography}"
"36995714","{Wearable,device}","{wearable,device,participant,retention}","{device,participant,retention,wearable,Wearable}"
"37019866","{fecal,whole,gut,transit,time}","{Probiotic,intake,Whole,gut,transit,time}","{fecal,gut,intake,Probiotic,time,transit,whole,Whole}"
"37037147","{PET/CT}","{PET/CT}","{PET/CT}"
"37059267","{Image}","{Images}","{Image,Images}"
"37051847","{patient,and,injury,characteristics}","{text,statistics}","{and,characteristics,injury,patient,statistics,text}"
"37063449","{Plasma,metabolomics}","{amino,acids}","{acids,amino,metabolomics,Plasma}"
"37070145","{Clinical}","{text,numeric,data}","{Clinical,data,numeric,text}"
"37070854","{Computed,Tomography,Non-Contrast,Computed,Tomography}","{radiomics}","{Computed,Non-Contrast,radiomics,Tomography}"
"37128461","{Laboratory,tests}","{Modality:,Image,Modality:,Text}","{Image,Laboratory,Modality:,tests,Text}"
"37130342","{Clinical}","{Text,Structured,medical,data}","{Clinical,data,medical,Structured,Text}"
"37131691","{Digital,Pathology,Clinical}","{Image,Clinical}","{Clinical,Digital,Image,Pathology}"
"37132542","{Computed,Tomography}","{Type:,Affiliations}","{Affiliations,Computed,Tomography,Type:}"
"37147305","{RNA,sequencing}","{RNA,Imaging}","{Imaging,RNA,sequencing}"
"37148227","{Structural,MRI,Voxel-based,morphometry}","{MRI,cognitive,assessment}","{assessment,cognitive,morphometry,MRI,Structural,Voxel-based}"
"37158607","{time,series,data}","{category:,text,subcategory:,""null"",category:,bacterial_abundance_data,subcategory:,""null""}","{bacterial_abundance_data,category:,data,""null"",series,subcategory:,text,time}"
"37158946","{Salivary,flow,rates,Dose-volume,histograms}","{Head,and,neck,cancer}","{and,cancer,Dose-volume,flow,Head,histograms,neck,rates,Salivary}"
"37163297","{Video,Echocardiogram}","{Video,Images}","{Echocardiogram,Images,Video}"
"37170067","{Breath,Visual,stimuli}","{Neuroimaging}","{Breath,Neuroimaging,stimuli,Visual}"
"37173594","{Surgical}",NULL,"{Surgical}"
"37205528","{saliva,blood}","{saliva,serum,cytokines}","{blood,cytokines,saliva,serum}"
"37219403","{Arm,Hand}","{arm,hand}","{arm,Arm,hand,Hand}"
"37224994","{Voice}","{Voice,Text}","{Text,Voice}"
"37231096","{genetics,single-cell}","{Text,Image}","{genetics,Image,single-cell,Text}"
"37246053","{Chest,Computed,Tomography}","{CT,scans}","{Chest,Computed,CT,scans,Tomography}"
"37268414","{Pulmonary,emphysema}","{Imaging}","{emphysema,Imaging,Pulmonary}"
"37286559","{Ultrasound}","{ultrasound}","{ultrasound,Ultrasound}"
"37292770","{image,quantitative}","{Medical,Images,Medical,Text,Reports}","{image,Images,Medical,quantitative,Reports,Text}"
"37334615","{verbatim,responses}","{name:,Verbatim,responses}","{name:,responses,verbatim,Verbatim}"
"37339175","{Clinical,Cardiovascular,magnetic,resonance,imaging}","{Cardiovascular,Magnetic,Resonance,Imaging,Electronic,Health,Record}","{Cardiovascular,Clinical,Electronic,Health,imaging,Imaging,magnetic,Magnetic,Record,resonance,Resonance}"
"37343696","{Proteomic,Dynamics}",NULL,"{Dynamics,Proteomic}"
"37344804",NULL,"{Endotoxin,levels,Clinical,outcomes}","{Clinical,Endotoxin,levels,outcomes}"
"37350279","{Image}","{image}","{image,Image}"
"37377903",NULL,"{Image,Text}","{Image,Text}"
"37386246","{ECG}","{ECG}","{ECG}"
"37389890","{Medical,Surgical}",NULL,"{Medical,Surgical}"
"37397861","{Medical}","{Images,Clinical,Data}","{Clinical,Data,Images,Medical}"
"37400574","{Diffusion,Tensor,Imaging,T1-Weighted,Imaging}","{diffusion,tensor,imaging,T1-weighted,imaging}","{diffusion,Diffusion,imaging,Imaging,T1-weighted,T1-Weighted,tensor,Tensor}"
"37410009","{computed,tomographic,angiography}","{CT}","{angiography,computed,CT,tomographic}"
"37414359","{text}","{text}","{text}"
"37414927","{fMRI}","{fMRI,EEG}","{EEG,fMRI}"
"37419881","{Neural,Surface,EMG}","{EMG,vision}","{EMG,Neural,Surface,vision}"
"37442671","{Lateral,spine,images}","{Imaging}","{images,Imaging,Lateral,spine}"
"37488168",NULL,"{Immunoglobulin,genes}","{genes,Immunoglobulin}"
"37507581","{MRI,Quantum}","{Modality,Name:,CE-T1,Modality,Type:,MRI}","{CE-T1,Modality,MRI,Name:,Quantum,Type:}"
"37517600","{Magnetic,Resonance,Imaging,Radiation,Therapy}","{magnetic,resonance,imaging,radiation,oncology}","{imaging,Imaging,magnetic,Magnetic,oncology,radiation,Radiation,resonance,Resonance,Therapy}"
"37544983","{Mammographic}","{""""}","{"""",Mammographic}"
"37555156","{T1-weighted,T2-weighted,fluid-attenuated,inversion,recovery}","{MRI}","{fluid-attenuated,inversion,MRI,recovery,T1-weighted,T2-weighted}"
"37573646","{T1-weighted,R2*,FLAIR}","{T1-weighted,R2*,FLAIR}","{FLAIR,R2*,T1-weighted}"
"37574600","{intrasnal}","{Text,Image}","{Image,intrasnal,Text}"
"37580751","{arm,motor,function}","{Visual,data}","{arm,data,function,motor,Visual}"
"37582731","{Histologic,Imaging}","{Hematoxylin,and,eosin,(HE)-stained,normal,breast,biopsy,specimens}","{and,biopsy,breast,eosin,Hematoxylin,(HE)-stained,Histologic,Imaging,normal,specimens}"
"37595684","{Imaging}","{0:,""null"",1:,""null""}","{0:,1:,Imaging,""null""}"
"37612309","{Image,Photograph}","{Image}","{Image,Photograph}"
"37616228",NULL,"{Text,NlmCategory}","{NlmCategory,Text}"
"37711756","{Speech}","{speech}","{speech,Speech}"
"37730990",NULL,NULL,"{}"
"37745558","{Face}","{radiology,oncology}","{Face,oncology,radiology}"
"37761908","{Text,Clinical,data}","{text,no,multimodal}","{Clinical,data,multimodal,no,text,Text}"
