"pid","combined_modalities"
"35579325","{""[\""Diffusion MRI"",""[\""MRI\""]"",""Symptom measures\""]""}"
"35582169","{Color,""Image\""]"",""[\""Light-Microscopy"",""Microstructural Texture\""]"",Morphology}"
"35585624","{""cardiac surgery\""]"",""[\""cardiopulmonary bypass""}"
"35588339","{""Medical Images\""]"",""[\""Ultrasound"",""[\""Ultrasound\""]""}"
"35596758","{""[\""Administrative Data"",""Questionnaire Data\""]"",""Survey Data""}"
"35603380","{""Productively Infected Cells\""]"",""[\""Viral Load""}"
"35608262","{""Electrical stimulation\""]"",""[\""TMS""}"
"35612005","{""[\""Toenails\""]""}"
"35614153","{""[\""text\""]""}"
"35620143","{""[\""Electronic Health Record"",""Patient Monitors\""]""}"
"35624544","{""[\""MRI\""]"",""{\""Other Modalities\"": [], \""Imaging Modalities\"": [\""MRI\""]}""}"
"35641411","{""[\""echocardiograms\""]"",""[\""Echocardiograms\""]""}"
"35648455","{""[\""Biomedical"",clinician-reported,""Image\""]"",""patient-reported\""]"",""[\""Text""}"
"35657648","{""Admission diagnosis\""]"",Age,""[\""Laboratory blood tests"",""numeric data\""]"",Sex,""[\""text"",Vitals}"
"35664103","{Co-morbidities,""[\""Demographic information"",""Electronic medical records\""]"",Symptoms}"
"35686988","{""[\""Binary images"",""Center of mass coordinates\""]"",""Center of mass coordinates\""]}"",""{\""Types\"": [\""Binary images""}"
"35688888","{""Arizona Sexual Experiences Scale (ASEX)\""]"",""[\""ASEX\""]"",""[\""health records""}"
"35690537","{""[\""CT images"",""[\""CT lung imaging"",""lung function measurements\""]"",""Lung function measurements\""]""}"
"35690622","{""[\""RNA-seq\""]"",""[\""Transcriptomic data\""]""}"
"35690630","{""[\""Digital Histopathology\""]"",""graph-based features\""]"",""[\""histology images"",""wavelet features""}"
"35700006","{""[{\""Modality\"": \""Biological\""}, {\""Modality\"": \""Healthcare\""}]""}"
"35701461","{""[\""CT images\""]"",""[\""Planning-CT\""]""}"
"35705626","{""[\""Metabolome"",""[\""nasopharyngeal metabolome\""]"",""Viral load\""]""}"
"35719866","{""[\""Electronic Health Records (EHRs)\""]"",""[{\""name\"": \""Natural Language Processing (NLP)\""}]""}"
"35726954","{""[\""Flow cytometry"",""[\""Flow cytometry\""]"",""Principal Component Analysis (PCA)"",""Radar plots"",""Support Vector Machine (SVM)"",t-SNE,""UMAP\""]""}"
"35727568","{""Clinical\""]"",""[\""MRI"",""[\""MRI\""]""}"
"35731736","{""[\""fetal ultrasound images\""]"",""[\""Ultrasound\""]""}"
"35740270","{""[\""Imaging\""]"",""[\""MRI\""]""}"
"35759039","{""anesthesia\""]"",""Hospital records\""]"",""[\""surgery"",""[\""Surgical Information Management Systems""}"
"35764770","{""[\""Text\""]""}"
"35771564","{""clinical and demographic factors\""]"",""[\""Edmonton Symptom Assessment System (ESAS) scores\""]"",""[\""ESAS scores""}"
"35774480","{""[\""EEG"",""[\""EEG\""]"",""fMRI\""]""}"
"35777174","{""[\""Brain images"",""[\""images"",""Natural images\""]"",""videos\""]"",""YouTube videos""}"
"35778618","{""CT\""]"",""[\""MRI"",""[\""T2-weighted MRI\""]""}"
"35783851","{""[\""Cardiovascular magnetic resonance (CMR) imaging"",""Electronic Health Information\""]"",""[\""Imaging"",""Physiological\""]""}"
"35795874","{""[\""2D"",""[\""2D joint trajectories"",""3D\""]"",""3D library\""]""}"
"35817777","{""Motion capture\""]"",""Motion Capture\""]"",""[\""Video""}"
"35819161","{""[\""Pathology"",""Surgery\""]""}"
"35820713","{""[\""Nursing staff\""]"",""Nursing Staff\""]"",""[\""Software""}"
"35841241","{""APOE genotype"",""APOE Genotype\""]"",""brain imaging data\""]"",""cognitive tests"",""Cognitive tests"",""[\""demographics"",""[\""Demographics"",Imaging}"
"35866396","{""Processed images\""]"",""[\""Ultrasound Imaging\""]"",""[\""Ultrasound videos""}"
"35868354","{""[\""Imaging\""]""}"
"35881210","{""[\""Ultrasound\""]""}"
"35892186","{""[\""ICD codes\""]"",""[{\""Text\"": true}]""}"
"35908308","{""[\""fMRI\""]""}"
"35941333","{""Palpation\""]"",""[\""Ultrasound"",""[\""Ultrasound\""]""}"
"35945505","{""[\""dermoscopy images\""]"",""[\""image\""]""}"
"35950762","{""Description\"": null}]}"",""Description\"": null}, {\""Modality\"": \""MS/MS"",""{\""Modalities List\"": [{\""Modality\"": \""MS1"",""[\""MS1\""]""}"
"35951588","{Diet,""Dietary Behaviours\""]"",""Physical activity"",""Physical Activity Behaviours"",""[\""Questionnaire"",""Sleep\""]"",""[\""Survey""}"
"35962372","{""[\""CES-D-10\""]"",None}"
"35963613","{""elbow flexion-extension movements\""]"",""[\""lumbar flexion-extension movements"",""[\""Video\""]""}"
"35965158","{""[\""Computed Tomography\""]"",""[\""Texture-Based CT Lung Radiomic Features\""]""}"
"35967110","{""[\""Laboratory features"",""[{\""Modality\"": \""Laboratory data\""}, {\""Modality\"": \""Demographics\""}]"",""Urinalysis\""]""}"
"35968931","{""[\""3D sensors"",""[\""Liquid Biopsy"",""Nanoengineering\""]"",""SERS\""]""}"
"35985186","{""[\""B-mode"",""B-mode videos\""]"",""M-mode\""]"",""[\""M-mode images""}"
"35999259","{""[\""miRNA\""]"",""[\""RNA expression\""]""}"
"36004538","{""[\""clinical"",""[\""Clinical"",""molecular\""]"",""Molecular\""]"",neuroimaging,Neuroimaging}"
"36040842","{""[\""blood"",""[\""Blood"",""T cells\""]"",""tumor\""]""}"
"36043477","{""[\""Computed Tomography"",""[\""CT pulmonary angiography"",""Echocardiogram\""]""}"
"36045491","{""[\""Raman spectroscopy"",""[\""Raman Spectroscopy\"", null]"",""Ultrasound\""]""}"
"36046104","{""[\""Brain MRI"",""[\""MRI"",""Sex classification\""]"",""T1-weighted\""]""}"
"36052317","{""[\""images"",""[\""Imaging\""]"",""text\""]""}"
"36068275","{""biopsy\""]"",""Biopsy\""]"",""[\""Raman spectroscopy"",""[\""spectrum""}"
"36085571","{""Multiparametric magnetic resonance images\""]"",""Multiparametric Magnetic Resonance Images\""]"",""[\""Raman spectroscopy"",""[\""Raman Spectroscopy""}"
"36095953","{""Histology\""]"",""[\""mp-MRI"",""[\""mp-MRI\""]""}"
"36103772","{""[\""4D CT perfusion imaging"",""[\""4D CT perfusion imaging\""]"",""Perfusion parameter maps\""]""}"
"36109720","{""Diffusion Tensor Imaging (DTI)\""]"",""Functional magnetic resonance imaging (fMRI)\""]"",""[\""Functional Magnetic Resonance Imaging (fMRI)"",""[\""Imaging""}"
"36129754","{""[\""Speech"",""[\""Speech\""]"",""Text\""]""}"
"36133802","{""[\""Images"",""Text\""]""}"
"36134028","{""[\""Transcriptome\""]"",""Transcriptome modifications, p53 transcriptional signature""}"
"36141080","{""[\""Acoustic"",""[\""Acoustic\""]"",""Spectral\""]""}"
"36146361","{""Bed\""]"",""[\""Inexpensive load cells"",""[\""Load cell data\""]""}"
"36159862","{""Autoantibody data\""]"",""[\""Serum\""]"",""[\""Serum proteome""}"
"36163349","{""Clinical features\""]"",""[\""Imaging features"",""Primary Progressive MS patients\""]"",""[\""Relapsing-Remitting MS patients""}"
"36179862","{""[\""verbal\""]"",""[\""verbal memory\""]""}"
"36189442","{""[\""text\""]""}"
"36193910","{""interviews\""]"",""Mini-International Neuropsychiatric Interview\""]"",""[\""self-report"",""[\""Self-report""}"
"36217911","{""Optical technique\""]"",""[\""Spectroscopy"",""[\""Spectroscopy\""]""}"
"36236422","{""[\""electromyography\""]"",""[\""Electromyography\""]""}"
"36236424","{""[\""Image"",""Image\""]"",Kinematic,""Time-series kinematic data\""]"",""[\""Video""}"
"36236752","{""[\""Biometric"",""[\""Biometric\""]"",""Physical Layer\""]""}"
"36238349","{""cold thermal pain\""]"",""[\""EEG\""]"",""[\""electroencephalography (EEG)""}"
"36247426","{""[\""Imaging\""]""}"
"36248625","{""Self-reported symptoms\""]"",""[\""Sensor data"",""[\""Sensor Data\""]""}"
"36253624","{""[\""Medical procedures\""]""}"
"36287916","{""[\""T1-weighted magnetic resonance imaging\""]"",""[\""T1-weighted magnetic resonance imaging\"", null]""}"
"36290397","{""[\""RNA Sequencing\""]"",""[\""Single-Cell RNA Sequencing Data\""]""}"
"36290520","{""[\""3D kinematics"",""Foot angles\""]"",""[\""kinematics\""]""}"
"36291564","{""[\""Gait"",""[\""Gait analysis"",""Sensory\""]"",""Sensory assays\""]""}"
"36291917","{""[\""MRI\""]""}"
"36306056","{""natural images\""]"",""[\""ultrasound"",""[\""ultrasound\""]""}"
"36322739","{""[\""image\""]"",""[\""Image"",""Object recognition\""]""}"
"36327383","{""[\""Text\""]""}"
"36336953","{[],""Image data\""]"",""[\""Text data""}"
"36350138","{""Patient factors\""]"",""[\""Radiologic\""]"",""[\""Radiologic criteria""}"
"36357948","{""Canadian Classification of Health Intervention\""]"",""[\""International Classification of Diseases"",""[\""Text\""]""}"
"36367134","{""[\""Assessment\""]"",""[\""EarlyDetect assessment\""]""}"
"36368560","{""[\""MRI\""]"",""[\""MRI images\""]""}"
"36402366","{""{\""Computed Tomography (CT)\"": null}"",""[\""μCT\""]""}"
"36413905","{""[\""image"",""[\""Medical Image"",""pixel-wise annotations\""]"",""Semantic Segmentation\""]""}"
"36415053","{""[\""kinematic\""]"",""[\""Kinematic"",""Time-series\""]""}"
"36418604","{""[\""Electrocardiogram\""]"",""[\""Electrocardiogram telemetry\""]""}"
"36426508","{""[\""text\""]"",text}"
"36462908","{""Medical imaging\""]"",""[\""Radiological\""]"",""[\""Radiology""}"
"36463545","{""[\""X-ray\""]"",""{\""X-ray_images\"": true}""}"
"36465088","{""[\""Audio\""]"",""[\""audio features\""]""}"
"36499143","{""Deep Learning\""]"",""[\""Immunostaining"",""[\""Optic nerve\""]""}"
"36512526","{""[\""Brain Imaging\""]"",""Genetic data\""]"",""[\""Imaging""}"
"36517749","{""[\""CARS microscopy"",""Coherent anti-stokes Raman scattering\""]"",""[\""Coherent Anti-Stokes Raman Scattering (CARS) microscopy"",""Non-linear Optical Imaging Modality (NLOM)\""]""}"
"36520580","{""Biomarkers\""]"",""[\""Extracellular vesicles""}"
"36520785","{""[\""Computed Tomography (CT)\""]""}"
"36523641","{[],""[\""Medical Imaging"",""Radiology\""]""}"
"36526308","{""human pose-estimation libraries\""]"",""[\""Video\""]"",""[\""videos""}"
"36528631","{""[\""Administrative data\""]""}"
"36538363","{""[\""Medical Image Description Text Mining\""]"",""[\""Natural Language Processing\""]""}"
"36540986","{[]}"
"36542249","{""[\""Medical records\""]"",""[\""text\""]""}"
"36545250","{""[\""Electronic Health Record\""]"",""[\""Electronic Health Records\""]""}"
"36569803","{""[\""ECG"",""[\""ECG\""]"",""stress questionnaire data\""]""}"
"36572484","{""Plethysmography\""]"",""[\""Spirometry""}"
"36574245","{""[\""Administrative health data\""]""}"
"36576153","{""[\""Text\""]""}"
"36581457","{""[\""Text\""]""}"
"36584158","{""[\""Raman spectroscopy\""]"",""[\""spectroscopy\""]""}"
"36588902","{""[\""Brain MRI"",""[{\""Label\"": \""Multimodal"",""Magnetic Resonance Angiography\""]"",""Modality\"": [\""MRI"",""MRA\""]}]""}"
"36593280","{""[\""Machine learning\""]""}"
"36598686","{""[\""Cine cardiac magnetic resonance imaging\""]"",""[\""Magnetic Resonance Imaging\""]""}"
"36624107","{""[\""Functional\""]"",""[\""Imaging"",""Text\""]""}"
"36627280","{}"
"36629921","{""[\""Text\""]""}"
"36630722","{""[\""CT"",""[\""PET/CT"",""PET/CT\""]"",""Ultrasound-guided needle biopsy\""]""}"
"36635594","{""[\""Computed Tomography Angiography (CTA)\""]"",""[\""CTA"",""MIPs\""]""}"
"36649068","{""Centre for Addiction and Mental Health\""], \""Audio\"": [\""Department of Psychology, University of Toronto"",""Centre for Addiction and Mental Health\""], \""Image\"": null}"",""{\""Text\"": [\""Department of Psychology, University of Toronto""}"
"36661454","{""Deep Learning Model\"": \""Classification\""}"",""[\""Lung Ultrasound\""]"",""{\""Ultrasound\"": \""Lung""}"
"36669727","{""Functional clinical therapy\""]"",""[\""Gait training"",""[\""Qualitative"",""Quantitative\""]""}"
"36679747","{Flexion/extension,""[\""Inertial Sensors\""]"",""Radial/ulnar deviation\""]"",""[\""Wrist posture""}"
"36681776","{""[\""Colonoscopy images\""]"",""[\""Image\""]""}"
"36697455","{""Machine learning\""]"",""[\""Time-varying covariates""}"
"36707846","{""[\""Kinematic\""]"",""[\""Kinematic parameters\""]""}"
"36724551","{""[\""3D dose distributions\""]"",""Clinical dose distributions\""]"",""[\""MRI""}"
"36737625","{[],""Chronic diseases\""]"",""Healthcare service use"",""[\""Sociodemographic characteristics""}"
"36740609","{""[\""MRI\""]"",""[\""MRI reports\""]""}"
"36772451","{""[\""Gyroscope"",""[\""Gyroscope data\""]"",""Wearable sensors\""]""}"
"36777157","{""[\""Self-reported"",""Substance use indicators\""]"",""[\""text\""]""}"
"36787672","{""[\""Self-reported symptom change\""]""}"
"36818579","{""[\""EEG\""]"",""power modulation spectrogram inputs\""]"",""[\""visual inspection of power modulation spectrograms""}"
"36822878","{""[\""Eye Tracking\""]"",""[\""Eye-tracking data"",""Machine Learning\""]""}"
"36836230","{""[\""Blood Glucose Risk Score Formula"",""[\""CGM data points\""]"",""Root Mean Squared Error (RMSE)\""]""}"
"36849211","{""Community-level social deprivation and marginalisation\""]"",""[\""Health administrative data""}"
"36857952","{""[\""Image"",""k-space\""]"",""[\""Magnetic Resonance Imaging\""]""}"
"36872936","{""Diagnosis information\""]"",""[\""Specific cannabinoid recommendations""}"
"36880253","{""Betting behaviour"",Demographics,""Responsible gambling tools\""]"",""[\""text\""]"",""[\""Transaction data""}"
"36904634","{""[\""Image"",""[\""images"",""Video\""]"",""videos\""]""}"
"36910911","{""[\""free-text progress and consult notes\""]"",""[\""text\""]""}"
"36935753","{""BP\""]"",""Photoplethysmography (PPG)"",""[\""PPG""}"
"36959273","{""Kinesthetic\""]"",""[\""Robotic manipulandum"",""[\""Sensorimotor control"",""Upper-limb movements\""]""}"
"36975097","{""[\""Omicron BA.4/5 spike protein\""]"",""[\""text\""]""}"
"37001040","{""[\""Natural Language Processing\""]""}"
"37021166","{""[\""Imaging data\""]"",""[\""Neurological\""]""}"
"37021933","{""Differential expression signature\""]"",""Differential Expression Signature\""]"",""[\""Gene expression profile"",""[\""Gene Expression Profile""}"
"37059110","{""[\""Computed Tomography\""]"",""[\""CT"",""MC\""]""}"
"37051835","{""[\""Inertial\""]"",""[\""inertial data\""]""}"
"37052589","{""Microbiome\""]"",""[\""Microbiome diversity data"",""[\""Sequencing"",""SNVs\""]""}"
"37079936","{""[\""MRI\""]"",""[\""T1-weighted magnetic resonance imaging\""]""}"
"37114183","{""[\""clinical"",""imaging\""]""}"
"37126349","{""Clinical AI trials\""]"",""[\""Health data"",""[\""Nil\""]""}"
"37147083","{""immunological\""]"",""[\""physiological"",""[\""Wearable vital signs sensors\""]""}"
"37148709","{""[\""fMRI"",""[\""fMRI\""]"",""self-report measures\""]""}"
"37164024","{""[\""CT\""]""}"
"37186582","{""DNA methylation"",""[\""Gene expression"",""Genotyping\""]""}"
"37187130","{""Gait surface classification\""]"",""[\""Sensor data"",""[\""Wearable sensor\""]""}"
"37192786","{""[\""angiography"",""[\""three-dimensional rotational angiography\""]"",""three-dimensional rotational angiography\""]""}"
"37197011","{""Artificial Intelligence\""]"",""[\""Smartphone"",""[\""Smartphone-based\""]""}"
"37199779","{""Breathing frequency"",""Estimated minute ventilation"",""[\""Heart rate"",""[\""Heart Rate"",""Percent heart rate reserve"",""Respiratory Rate\""]"",""Work rate\""]""}"
"37209758","{""anesthesia\""]"",""[\""EEG"",""[\""EEG\""]""}"
"37217768","{""[\""Micro-ultrasound\""]"",""[\""Ultrasound\""]""}"
"37231069","{""[\""MRI\""]""}"
"37231073","{""Clinical data\""]"",""[\""Laboratory results"",""Multimodal\""]"",""[\""Time-series""}"
"37234042","{""Clinical and geographical data sets\""]"",""[\""Clinical data"",""Geographical data\""]"",""[\""Structured data""}"
"37238180","{""[\""Computed Tomography (CT)"",""CT\""]"",""[\""PET"",""Positron Emission Tomography (PET)\""]""}"
"37287542","{""[\""Computed Tomography\""]"",""[\""CT\""]""}"
"37291713","{""[\""donor characteristics\""]"",""[\""unsupervised machine learning clustering algorithm\""]""}"
"37292380","{[],""Adverse exposures\""]"",""[\""Demographic"",""Medical history""}"
"37329212","{""[\""Blood\""]"",""clinical\""]"",""[\""microflow""}"
"37357974","{""[\""Hippocampal volume"",""[\""Imaging\""]"",""SNIPE grading\""]""}"
"37391321","{""[\""computed tomography\""]"",""[\""Computed tomography"",""Digital reconstruction\""]""}"
"37400746","{""[\""Inertial Measurement Unit (IMU)"",""Optoelectronic system\""]"",""Optoelectronic System\""]""}"
"37403567","{""[\""Digital pathology images\""]"",""[\""image"",""text\""]""}"
"37418109","{""[\""Chest CT scans\""]"",""[\""CT scans"",""Image-based\""]""}"
"37421974","{""[\""CT imaging"",""[\""CT Imaging\""]"",""spirometry\""]""}"
"37428478","{""[\""General Internal Medicine"",""Li Ka Shing Knowledge Institute"",""St Michael's Hospital"",""Unity Health Toronto\""]""}"
"37441799","{""3D data\""]"",""[\""text"",""[\""Virtual Reality\""]""}"
"37455354","{""[\""EEG"",""MRI\""]""}"
"37463063","{""[\""gene expression\""]""}"
"37507558","{""[\""Administrative data"",""ICD10 codes\""]"",""[\""Text\""]""}"
"37522430","{[],""[\""Time-varying variables\""]""}"
"37535591","{""[\""Fundus images\""]"",""[\""Images\""]""}"
"37542101","{""[\""EEG\""]""}"
"37555513","{""COPD\""]"",""[\""electronic medical record"",""[\""Electronic Medical Record Data\""]""}"
"37558674","{}"
"37574164","{}"
"37580407","{""brain volumes"",""Brain volumes"",""cerebrospinal fluid biomarkers"",""Cerebrospinal fluid biomarkers"",""[\""clinical test scores"",""[\""Clinical test scores"",""genetic variants\""]"",""Genetic variants\""]""}"
"37584559","{""[\""text\""]"",""[\""Text\""]""}"
"37591010","{""[\""Administrative health data\""]""}"
"37594786","{""Diuretic renogram\""]"",""[\""Ultrasonography""}"
"37607796","{""[\""Administrative health data\""]""}"
"37614303","{""[\""blood mononuclear cell"",""RNA-Seq\""]"",""[\""text\""]""}"
"37625418","{""[\""Magnetic Resonance Imaging (MRI)"",""Positron Emission Tomography (PET)\""]""}"
"37629214","{""[\""text\""]""}"
"37639641","{""[\""computed tomography imaging\""]"",""Geometry\""]"",""[\""Image""}"
"37658409","{""[\""Administrative data"",""Electronic medical records (EMR) free text data\""]""}"
"37658963","{""[\""Clinical Notes\""]"",""[\""Text\""]""}"
"37661875","{""Audio\""]"",""[\""Image""}"
"37662586","{""[\""Computed Tomography"",""Electrocardiogram\""]"",""[\""electrocardiogram-gated multiphase computed tomography"",""intra-luminal thrombus thickness\""]""}"
"37670733","{""[\""Healthcare records"",""Unsupervised learning\""]""}"
"37675000","{""[\""digital pathology images\""]"",""[\""Image"",""Pathology\""]""}"
"37706067","{""[\""Raman Spectra\""]"",""[\""Raman spectroscopy\""]""}"
"37710397","{""[\""Surgical"",""Vascular\""]""}"
"37718151","{""[{\""data_type\"": \""time"",""modality_name\"": \""radiation therapy\""}]"",""[\""Radiation Therapy\""]""}"
"37737132","{""Computed Tomography (CT) Scan\""]"",""[\""Magnetic Resonance Imaging (MRI)"",""[{\""modality\"": \""CT\""}, {\""modality\"": \""MRI\""}]""}"
"37741065","{""[\""EEG"",""[\""Intracranial recordings\""]"",""MRI\""]""}"
"37746786","{""[\""Radiographs\""]"",""[\""X-ray\""]""}"
"37769635","{""Algorithms\""]"",""[\""Machine Learning""}"
"37770008","{""[\""Text\""]""}"
"37778424","{""Infrared\""]"",""[\""Optical""}"
"37778881","{""[\""Occupational Science and Occupational Therapy"",""Plastic and Reconstructive Surgery\""]"",""[\""Text\""]""}"
"37787678","{""image\""]"",""Pathology\""]"",""[\""Radiology"",""[\""text""}"
"37789055","{""[\""Oropharyngeal microbiome\""]"",""[\""Oropharyngeal samples"",""spirometry\""]""}"
"37789357","{[]}"
"37798700","{""Code\""]"",""[\""Electronic medical records\""]"",""[\""Text""}"
"37805012","{""DXA\""]"",""[\""x-ray\""]"",""[\""X-ray""}"
"37813086","{""[\""Imaging\""]"",Imaging}"
"37813920","{""Biochemical\""]"",""Biochemical data\""]"",""[\""Clinical"",""[\""Clinical data""}"
"37819878","{""[\""video\""]"",""[\""Video\""]""}"
"37821970","{""[\""Proprioceptive"",""Related to Stroke\"": null}]"",""[{\""Type\"": \""Proprioceptive Feedback"",""Visual feedback\""]"",""Visual Feedback\"": null}, {\""Type\"": \""Rapid Feedback Processing""}"
"37832707","{""[\""fMRI\""]"",""[\""Functional magnetic resonance imaging (fMRI)\""]""}"
"37835496","{""[\""gene expression levels\""]"",""[\""Gene expression levels\""]""}"
"37848633","{""clinical features\""]"",""clinical parameters\""]"",""[\""miRNA""}"
"37849805","{""[\""Ultrasound\""]""}"
"37861272","{""[\""Blood inventory"",""laboratory test results\""]"",""recipient demographics""}"
"37872889","{""[\""Headache"",""Medical Imaging\""]"",""Medical Imaging\"", null]"",""[null, null, null, null, null, null, null, \""Medical Imaging""}"
"37877849","{""[\""Hospital Records"",""[{\""Modality\"": \""Text\""}]"",""Outpatient Records\""]""}"
"37884442","{""[\""Electronic health records\""]"",""[\""Minimally Invasive Approach"",""Open Approach\""]""}"
"37888789","{""[\""Medical Imaging"",""Oncology\""]"",""[\""Ultrasound\""]""}"
"37890570","{""[\""Electronic medical records\""]"",""[\""text\""]""}"
"37900603","{""[\""demographic data (age, and body mass index)"",""[\""Demographics"",""Functional Independence Measure (FIM) motor\""]"",""Functional Independence Measure (FIM) motor score\""]"",""Injury characteristics"",""location of the injury"",""severity of the injury""}"
"37975292","{[],""[\""Clinical Data"",""Urinary Stone Composition\""]""}"
"37980216","{""[\""blood"",""gut bacteria\""]"",""[\""stool sample\""]""}"
"37999128","{""Histologic Assessment\""]"",""[\""Photon Absorption Remote Sensing""}"
"37999728","{""[\""CT\""]"",""CT scans\""]"",""[\""MRI""}"
"38005535","{""[\""RGB"",""[\""RGB\""]"",""Video\""]""}"
"38006509","{""[\""PET\""]""}"
"38011843","{""[\""Adaptive Optics"",""Intravenous Fluorescein Angiography\""]"",""[{\""Type\"": \""Medical images\""}, {\""Type\"": \""Artificial intelligence\""}]""}"
"38016622","{""intraoperative decisions\""]"",""[\""patient characteristics""}"
"38030046","{""Liquid Chromatography Mass Spectrometry\""]"",""plasma\""]"",""[\""serum"",""[\""Serum""}"
"38040450","{Cardiology,""Image\""]"",""[\""Text""}"
"38050032","{""[\""MRI\""]""}"
"38082277","{""[\""video\""]"",""[\""Vision\""]""}"
"38082372","{Biomarkers,""Clinical Symptoms\""]"",""[\""Cognitive Characteristics"",""Dependence in activities of daily living"",Leisure,""Lymphocyte count"",Memory,""[\""Multi-modal frailty indicators"",""Neutrophil count"",Olfaction,""Quality of life"",Sex,""Visual contrast\""]""}"
"38089001","{""[\""radiograph\""]"",""[\""Radiographs\""]""}"
"38100260","{""Clinical\""]"",""[\""CT"",""[\""Image"",""MRI\""]""}"
"38106308","{""Apparent Diffusion Coefficient\""]"",""Contrast Enhanced-T1"",""[\""Diffusion Weighted Imaging"",""[\""Diffusion weighted imaging (DWI), Radiomics\""]""}"
"38126807","{""[\""2D color images\""]"",""[\""Images\""]""}"
"38128123","{""Clinical Data\""]"",""[\""Medical Imaging"",""[{\""version\"": null, \""modality\"": \""text\""}, {\""version\"": null, \""modality\"": \""image\""}]""}"
"38130696","{""Mel-spectrogram\""]"",""[\""speech"",""[\""Voice\""]""}"
"38138887","{""immersive sessions\""]"",""[\""verbatims"",""[\""Verbatims\""]""}"
"38174138","{[],""[\""Text\""]""}"
"38180398","{""[\""ED visit date and time"",""patient age"",""patient-reported pain score\""]"",""presenting complaint"",""reason for visit"",sex,""[{\""sex\"": true, \""pain_score\"": true, \""patient_age\"": true, \""reason_for_visit\"": true, \""presenting_complaint\"": true, \""ED_visit_date_and_time\"": true}]""}"
"38186562","{""Administrative data\""]"",""[\""Electronic health records"",""[\""healthcare data\""]""}"
"38197796","{[],""[{\""Name\"": \""Image"",""Value\"": [\""Computed Tomography\""]}, {\""Name\"": \""Text"",""Value\"": [\""Surveys\""]}]""}"
"38200511","{""[\""Imaging\""]"",""[{\""Name\"": \""images\""}]""}"
"38222038","{""[\""diagnostic codes"",""[\""Diagnostic codes"",""socio-demographic factors\""]"",""Socio-demographic factors\""]""}"
"38229001","{""[\""Cardiovascular Magnetic Resonance\""]"",""[\""cardiovascular magnetic resonance images\""]""}"
"38249735","{""Questionnaire\""]"",""[\""Text""}"
"38267619","{""[\""lipid analysis\""]"",""[\""Lipid analysis"",""Serum samples\""]""}"
"38279813","{""Clinical Data\""]"",""[\""Computed Tomography"",""[\""Computed Tomography scans\""]""}"
"38287324","{""Depth\""]"",""[\""RGB"",Thermal}"
"38289643","{""administrative data\""]"",""[\""electronic medical records"",""[\""Notes\""]""}"
"38322813","{""[\""Text\""]""}"
"38342041","{""[\""biopsy"",histology,""[\""image data\""]"",""serum CA-125\""]""}"
"38353022","{""[\""Clinical"",""Metabolomics\""]"",""[\""Metagenomics""}"
"38361633","{""[\""plasma\""]"",""[\""Protein panel\""]""}"
"38362943","{""[\""computed tomography (CT)\""]"",""[\""Computed Tomography (CT)\""]""}"
"38364600","{""[\""Computed Tomography\""]"",""[\""non-contrast computed tomography\""]""}"
"38373289","{""[\""Computed Tomography (CT)\""]"",""[\""CT"",""MRI\""]""}"
"38383177","{""Operative\""]"",""[\""Text"",""[\""Ultrasound"",""Ultrasound reports\""]""}"
"38387384","{""[\""audio\""]"",""[\""Respiratory Sounds\""]""}"
"38390963","{""[\""gene_expression\""]"",""[\""RNA-seq\""]""}"
"38395016","{""[\""administrative data"",""healthcare\""]"",""[\""Medical events"",""Past medical events\""]""}"
"38397935","{""machine learning\""]"",""[\""Proteome profiles"",""[\""Stool Proteome\""]""}"
"38417411","{""[\""blood indicators"",""[\""hematological indicators"",""intestinal flora\""]"",""intestinal flora abundance\""]""}"
"38421670","{""[\""image"",""Multimodal imaging\""]"",""[\""OCTCases"",""text\""]""}"
"38422727","{""[\""Magnetic Resonance Imaging\""]"",""[\""MRI\""]""}"
"38428251","{""{\""3D aortic model\"": true, \""2D eccentric stenosis model\"": true, \""1D advection-diffusion problem\"": true}"",""[\""Medical Imaging\""]""}"
"38429796","{""[\""Magnetic resonance imaging"",""[\""MRI"",""Multi-omic\""]"",""multi-omic data\""]""}"
"38432285","{""Brain\""]"",""[\""Radiation Medicine\""]"",""[\""Radiation therapy""}"
"38435711","{""Apparent Diffusion Coefficient (ADC)\""]"",""Diffusion Weighted Imaging (DWI)"",""localizer images\""]"",""[\""MRI"",""T2-weighted MRI""}"
"38436242","{[],""[\""genomic\""]""}"
"38443276","{""Depth\""]"",""Optical Motion Capture\""]"",""[\""RGB"",""[\""RGB-D camera""}"
"38446445","{""[\""ECG"",""[\""ECG\""]"",""Text\""]""}"
"38468224","{""plain text format\""]"",""[\""Rich Text Format text"",""[\""Rich Text Format text conversion"",""Syntax and Lexical analyses\""]""}"
"38470880","{""[\""multi-channel nerve cuff recordings"",""[\""Time series\""]"",""time series classification\""]""}"
"38483388","{""[\""Medical Imaging\""]""}"
"38484398","{""[\""3D dose volumes"",""[\""medical images"",""patient geometry\""]"",""Prostate anatomy\""]""}"
"38538415","{""[{\""Modality\"": \""MRI\""}, {\""Modality\"": \""Dosimetry Data\""}]"",""[\""MRI\""]""}"
"38538619","{""Manual measurement\""]"",""[\""Radiograph"",""[\""Radiographs\""]""}"
"38539236","{""ECG\""]"",""[\""Ultrasound"",""[\""Video\""]""}"
