"pid","x","modalities","modalities2"
"35354470","[""Gait""], [""Gait Data""]","[""Gait""]","[""Gait Data""]"
"35359924",NULL,NULL,NULL
"35360446","[""CT images""], [""Imaging"", ""Computed Tomography""]","[""CT images""]","[""Imaging"", ""Computed Tomography""]"
"35360927",NULL,NULL,"[""text""]"
"35361575","[""MR imaging""], [""T2-weighted"", ""gadolinium-enhanced T1-weighted""]","[""MR imaging""]","[""T2-weighted"", ""gadolinium-enhanced T1-weighted""]"
"35361921","[""Whole-blood DNAm""], [""genomics"", ""epigenetics""]","[""Whole-blood DNAm""]","[""genomics"", ""epigenetics""]"
"35363276",NULL,NULL,"[""morphological, locomotor, sensory and learning phenotypes""]"
"35365510","[""Administrative health data""], [""healthcare""]","[""Administrative health data""]","[""healthcare""]"
"35366258","[""blood""], [""IgM"", ""IgA"", ""IgG""]","[""blood""]","[""IgM"", ""IgA"", ""IgG""]"
"35367562","[""CT""], [""Software-based nonrigid two- and three-dimensional aortic deformational intraoperative assessment""]","[""CT""]","[""Software-based nonrigid two- and three-dimensional aortic deformational intraoperative assessment""]"
"35369856","[""Kinematics"", ""Motion""], [""Kinematics""]","[""Kinematics"", ""Motion""]","[""Kinematics""]"
"35372193",NULL,NULL,"[""text""]"
"35372638",NULL,NULL,NULL
"35377036","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"35377253","[""clinical""], [""Ontologies""]","[""clinical""]","[""Ontologies""]"
"35377806","[""single-cell RNA-sequencing""], [{""Name"": ""Cellular"", ""Description"": null}, {""Name"": ""Transcriptional"", ""Description"": null}]","[""single-cell RNA-sequencing""]","[{""Name"": ""Cellular"", ""Description"": null}, {""Name"": ""Transcriptional"", ""Description"": null}]"
"35379856","[""Chest X-rays""], [{""count"": 224316, ""modality"": ""Chest X-ray images""}]","[""Chest X-rays""]","[{""count"": 224316, ""modality"": ""Chest X-ray images""}]"
"35406569","[""FTIR"", ""XRD"", ""FESEM"", ""TEM"", ""VSM""], [""Images"", ""Chemical analysis""]","[""FTIR"", ""XRD"", ""FESEM"", ""TEM"", ""VSM""]","[""Images"", ""Chemical analysis""]"
"35381453","[""Medical imaging""], [""SPECT"", ""PET""]","[""Medical imaging""]","[""SPECT"", ""PET""]"
"35385045","[""Optical Coherence Tomography"", ""Clinical Features""], [""optical coherence tomography (OCT)"", "" clinical features""]","[""Optical Coherence Tomography"", ""Clinical Features""]","[""optical coherence tomography (OCT)"", "" clinical features""]"
"35387650",NULL,NULL,"[""Demographic"", ""Comorbidity"", ""Procedural""]"
"35388080","[""RGB images of retinal fundus"", ""Metadata""], [""RGB fundus images"", ""metadata""]","[""RGB images of retinal fundus"", ""Metadata""]","[""RGB fundus images"", ""metadata""]"
"35389187","[""Ordinal""], [""Ordinal data""]","[""Ordinal""]","[""Ordinal data""]"
"35391768","[""X-ray""], [""Image"", ""Text""]","[""X-ray""]","[""Image"", ""Text""]"
"35391789",NULL,NULL,NULL
"35394862","[""Text""], []","[""Text""]","[]"
"35396530","[""Light microscopic images"", ""Osmium tetroxide-stained rat nerves""], [""image"", ""histomorphometry""]","[""Light microscopic images"", ""Osmium tetroxide-stained rat nerves""]","[""image"", ""histomorphometry""]"
"35404833","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"35405523","[""Cardiovascular signatures""], [""Affiliation""]","[""Cardiovascular signatures""]","[""Affiliation""]"
"35408081","[""Electrocardiogram""], [""ECG"", ""Spectrogram""]","[""Electrocardiogram""]","[""ECG"", ""Spectrogram""]"
"35410226","[""Cardiovascular magnetic resonance (CMR) images""], [""Imaging Data"", ""Cardiovascular Data""]","[""Cardiovascular magnetic resonance (CMR) images""]","[""Imaging Data"", ""Cardiovascular Data""]"
"35415406",NULL,NULL,"[""Machine learning"", ""Predictive systems""]"
"35415417","[""Optic Nerve Image""], [""Image"", ""Shape Information""]","[""Optic Nerve Image""]","[""Image"", ""Shape Information""]"
"35415436",NULL,NULL,"[""Blood glucose concentration"", ""Carbohydrate intake"", ""Exercise intensity""]"
"35415448","[""Radars"", ""Thermal Camera""], [""radar"", ""thermal camera"", ""motion tracking suit""]","[""Radars"", ""Thermal Camera""]","[""radar"", ""thermal camera"", ""motion tracking suit""]"
"35415612","[""Arterial blood pressure"", ""Heart rate""], [""Heart rate"", ""Arterial blood pressure""]","[""Arterial blood pressure"", ""Heart rate""]","[""Heart rate"", ""Arterial blood pressure""]"
"35418698","[""Bedside computed X-ray (CXR)""], [""image"", ""text""]","[""Bedside computed X-ray (CXR)""]","[""image"", ""text""]"
"35418839","[""Magnetic""], [""Neuromagnetic signals""]","[""Magnetic""]","[""Neuromagnetic signals""]"
"35419507","[""Motion"", ""Physiological indicators""], [""Motion"", ""Physiological""]","[""Motion"", ""Physiological indicators""]","[""Motion"", ""Physiological""]"
"35419699","[""SPECT""], [""SPECT""]","[""SPECT""]","[""SPECT""]"
"35422402","[""CT""], [""Sagittal images"", ""Axial images""]","[""CT""]","[""Sagittal images"", ""Axial images""]"
"35439663","[""Image""], [""X-rays"", ""CT-scans""]","[""Image""]","[""X-rays"", ""CT-scans""]"
"35426912","[""Electronic Health Record"", ""Brain Imaging"", ""Health Survey"", ""Intensive Care""], [""Imaging"", ""Survey""]","[""Electronic Health Record"", ""Brain Imaging"", ""Health Survey"", ""Intensive Care""]","[""Imaging"", ""Survey""]"
"35431026","[""Clinical"", ""Administrative""], [""Administrative""]","[""Clinical"", ""Administrative""]","[""Administrative""]"
"35434609",NULL,NULL,"[""Human-agent collaboration""]"
"35434676","[""Electronic health records"", ""Genomic data""], [""None""]","[""Electronic health records"", ""Genomic data""]","[""None""]"
"35442533","[""Diagnostic"", ""Anatomical"", ""Dosimetric""], [""Image""]","[""Diagnostic"", ""Anatomical"", ""Dosimetric""]","[""Image""]"
"35443626",NULL,NULL,NULL
"35443717","[""Gene expression""], [""RNA""]","[""Gene expression""]","[""RNA""]"
"35445698","[""Genomics"", ""Multi-omics""], [{""Modality"": ""multi-omics cancer data"", ""Description"": ""three types of high-dimensional omics data""}]","[""Genomics"", ""Multi-omics""]","[{""Modality"": ""multi-omics cancer data"", ""Description"": ""three types of high-dimensional omics data""}]"
"35447735","[""numerical"", ""clinical""], {""pam"": 6, ""k_prototype"": 6, ""hierarchical_clustering"": 6}","[""numerical"", ""clinical""]","{""pam"": 6, ""k_prototype"": 6, ""hierarchical_clustering"": 6}"
"35448224","[""DaTSCAN SPECT Imaging Features"", ""Clinical""], [""clinical"", ""DaTSCAN SPECT Imaging Features""]","[""DaTSCAN SPECT Imaging Features"", ""Clinical""]","[""clinical"", ""DaTSCAN SPECT Imaging Features""]"
"35449371",NULL,NULL,"[""Novel dataset"", ""Multiple disease areas""]"
"35469087",NULL,NULL,NULL
"35454066","[""Magnetic Resonance""], [""Magnetic Resonance (MR) images""]","[""Magnetic Resonance""]","[""Magnetic Resonance (MR) images""]"
"35459150","[""physiological"", ""objective""], [""heart rate variability"", ""sleep"", ""activity""]","[""physiological"", ""objective""]","[""heart rate variability"", ""sleep"", ""activity""]"
"35459793",NULL,NULL,NULL
"35462216","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"35463119","[""Metabolomics""], [""Breath"", ""Plasma""]","[""Metabolomics""]","[""Breath"", ""Plasma""]"
"35466939","[""MRI"", ""Genetic Data""], [""MRI"", ""Genetic""]","[""MRI"", ""Genetic Data""]","[""MRI"", ""Genetic""]"
"35467517",NULL,"[""Text""]",NULL
"35468151","[""Proteomics"", ""Metabolomics"", ""Lipidomics"", ""RNA sequencing""], [""proteomics"", ""metabolomics"", ""lipidomics"", ""RNA sequencing""]","[""Proteomics"", ""Metabolomics"", ""Lipidomics"", ""RNA sequencing""]","[""proteomics"", ""metabolomics"", ""lipidomics"", ""RNA sequencing""]"
"35472473","[""Behavioral""], [""behavioural"", ""emotional""]","[""Behavioral""]","[""behavioural"", ""emotional""]"
"35474073","[""ECG""], [""ECG"", ""Image""]","[""ECG""]","[""ECG"", ""Image""]"
"35475554","[""Genotype-phenotype data""], [""Text""]","[""Genotype-phenotype data""]","[""Text""]"
"35477557","[""genomics""], [""gene_expression""]","[""genomics""]","[""gene_expression""]"
"35478098","[""Visual""], [{""label"": """", ""value"": """"}]","[""Visual""]","[{""label"": """", ""value"": """"}]"
"35482216","[""Image"", ""Path960"", ""BreakHis""], [""Image"", ""Color histogram"", ""Local Binary Pattern""]","[""Image"", ""Path960"", ""BreakHis""]","[""Image"", ""Color histogram"", ""Local Binary Pattern""]"
"35482653","[""Genomics""], [""Genomics"", null]","[""Genomics""]","[""Genomics"", null]"
"35483906","[""MR Imaging""], [""MR imaging""]","[""MR Imaging""]","[""MR imaging""]"
"35486643","[""Brain Imaging""], [""brain imaging""]","[""Brain Imaging""]","[""brain imaging""]"
"35489707","[""X-ray""], [""X-Ray""]","[""X-ray""]","[""X-Ray""]"
"35490557","[""Near-Infrared Spectroscopy""], [""fNIRS"", ""cognitive""]","[""Near-Infrared Spectroscopy""]","[""fNIRS"", ""cognitive""]"
"35490641","[""3D simulation"", ""Tumor growth""], [""Medical Imaging""]","[""3D simulation"", ""Tumor growth""]","[""Medical Imaging""]"
"35495111","[""Genomics"", ""Epigenetics""], [""DNA sequence variation"", ""differential methylation"", ""gene expression""]","[""Genomics"", ""Epigenetics""]","[""DNA sequence variation"", ""differential methylation"", ""gene expression""]"
"35496371","[""Motion (accelerometer)"", ""Physiological indicators (blood volume pulse, electrodermal activity, and skin temperature)""], [""accelerometer"", ""blood volume pulse"", ""electrodermal activity"", ""skin temperature""]","[""Motion (accelerometer)"", ""Physiological indicators (blood volume pulse, electrodermal activity, and skin temperature)""]","[""accelerometer"", ""blood volume pulse"", ""electrodermal activity"", ""skin temperature""]"
"35511879","[""retinal vessel analysis"", ""computed tomography angiography""], [""Image data (retinal fundus images), Clinical outcomes""]","[""retinal vessel analysis"", ""computed tomography angiography""]","[""Image data (retinal fundus images), Clinical outcomes""]"
"35500807","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"35503302","[""Graphics"", ""Particles""], [""Text"", ""Image""]","[""Graphics"", ""Particles""]","[""Text"", ""Image""]"
"35503738","[""Tertiary academic hospital centers""], [{""label"": ""Modalities"", ""value"": ""surgical data""}]","[""Tertiary academic hospital centers""]","[{""label"": ""Modalities"", ""value"": ""surgical data""}]"
"35510180",NULL,NULL,"[""Text""]"
"35510848","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"35512997","[""Nuclear Cardiology""], [{""value"": null}, {""value"": null}, {""value"": null}, {""value"": null}]","[""Nuclear Cardiology""]","[{""value"": null}, {""value"": null}, {""value"": null}, {""value"": null}]"
"35522554","[""Microscopy""], {""Text"": false, ""Image"": false, ""Video"": false}","[""Microscopy""]","{""Text"": false, ""Image"": false, ""Video"": false}"
"35524200","[], [""Mammography"", ""Risk prediction""]","[]","[""Mammography"", ""Risk prediction""]"
"35526426",NULL,NULL,"[""text""]"
"35529862",NULL,NULL,"[""Nasopharyngeal swab samples"", ""Serum of COVID-19 patients""]"
"35536000","[""diffusion tensor"", ""resting-state functional magnetic resonance imaging""], [""structural and functional MRI""]","[""diffusion tensor"", ""resting-state functional magnetic resonance imaging""]","[""structural and functional MRI""]"
"35538599","[""Gait""], [""Frontal and Sagittal Knee Angle"", ""Moment Waveforms""]","[""Gait""]","[""Frontal and Sagittal Knee Angle"", ""Moment Waveforms""]"
"35540307",NULL,NULL,"[""IoT"", ""vaccine""]"
"35549854","[""Operative Reports"", ""Pathology Reports""], [{""value"": ""text""}]","[""Operative Reports"", ""Pathology Reports""]","[{""value"": ""text""}]"
"35550304",NULL,NULL,NULL
"35551279","[""text""], [""text""]","[""text""]","[""text""]"
"35553346",NULL,NULL,"[""EEG""]"
"35558638","[""Audio""], [""Audio""]","[""Audio""]","[""Audio""]"
"35562203","[""Bright-field microscopy""], [""Bright-field microscopy images""]","[""Bright-field microscopy""]","[""Bright-field microscopy images""]"
"35562794",NULL,"[""Flow Cytometry""]",NULL
"35567357","[""Metabolomics""], [""Metabolomics"", ""Physiological Normalization""]","[""Metabolomics""]","[""Metabolomics"", ""Physiological Normalization""]"
"35568604",NULL,"[""Clinical""]",NULL
"35570482","[""MRI"", ""Biomarker""], [""MRI"", ""Biomarker/risk factor""]","[""MRI"", ""Biomarker""]","[""MRI"", ""Biomarker/risk factor""]"
"35572938","[""Plantar-Pressure""], [""Plantar pressure data""]","[""Plantar-Pressure""]","[""Plantar pressure data""]"
"35576434","[""Sensor"", ""Motor""], [""Robotics"", ""Visual""]","[""Sensor"", ""Motor""]","[""Robotics"", ""Visual""]"
"35578132","[""Functional connectivity""], [""resting-state functional connectivity""]","[""Functional connectivity""]","[""resting-state functional connectivity""]"
"35579325","[""Diffusion MRI"", ""Symptom measures""], [""MRI""]","[""Diffusion MRI"", ""Symptom measures""]","[""MRI""]"
"35582169","[""Light-Microscopy"", ""Image""], [""Light-Microscopy"", ""Color"", ""Morphology"", ""Microstructural Texture""]","[""Light-Microscopy"", ""Image""]","[""Light-Microscopy"", ""Color"", ""Morphology"", ""Microstructural Texture""]"
"35582390","[""Smartphone"", ""Machine Learning""], [""BLE"", ""Machine Learning Classifiers""]","[""Smartphone"", ""Machine Learning""]","[""BLE"", ""Machine Learning Classifiers""]"
"35590972","[""ECG""], [""ECG""]","[""ECG""]","[""ECG""]"
"35584008","[""Text"", ""Image""], [{""Modality"": null}, {""Modality"": null}, {""Modality"": null}, {""Modality"": null}]","[""Text"", ""Image""]","[{""Modality"": null}, {""Modality"": null}, {""Modality"": null}, {""Modality"": null}]"
"35584867",NULL,NULL,"[""Text""]"
"35585624",NULL,NULL,"[""cardiopulmonary bypass"", ""cardiac surgery""]"
"35586452","[""Acoustic""], [""Acoustic data""]","[""Acoustic""]","[""Acoustic data""]"
"35588339","[""Ultrasound""], [""Ultrasound"", ""Medical Images""]","[""Ultrasound""]","[""Ultrasound"", ""Medical Images""]"
"35594754","[""Electronic Medical Records""], [""Electronic Medical Records"", ""Claims Data""]","[""Electronic Medical Records""]","[""Electronic Medical Records"", ""Claims Data""]"
"35596758",NULL,NULL,"[""Administrative Data"", ""Survey Data"", ""Questionnaire Data""]"
"35601598","[""Magnetic Resonance Imaging"", ""Positron Emission Tomography""], [""PET"", ""MRI""]","[""Magnetic Resonance Imaging"", ""Positron Emission Tomography""]","[""PET"", ""MRI""]"
"35601842","[""SEIR model"", ""Machine learning classification model""], [{""Modality"": ""SEIR model""}, {""Modality"": ""clinical severity risk""}]","[""SEIR model"", ""Machine learning classification model""]","[{""Modality"": ""SEIR model""}, {""Modality"": ""clinical severity risk""}]"
"35603264","[""Electronic health record data""], [""uncomplicated urinary tract infections"", ""infections""]","[""Electronic health record data""]","[""uncomplicated urinary tract infections"", ""infections""]"
"35603380",NULL,NULL,"[""Viral Load"", ""Productively Infected Cells""]"
"35606655","[""CT angiography""], [""CT angiography"", ""MRI"", ""scanner""]","[""CT angiography""]","[""CT angiography"", ""MRI"", ""scanner""]"
"35607982",NULL,NULL,NULL
"35608211","[""Imaging"", ""Cardiovascular""], [""image"", ""functional""]","[""Imaging"", ""Cardiovascular""]","[""image"", ""functional""]"
"35608262",NULL,"[""TMS"", ""Electrical stimulation""]",NULL
"35612005",NULL,"[""Toenails""]",NULL
"35612024","[""Biomarkers""], [""blood sugar"", ""body mass index"", ""high-density lipoprotein levels""]","[""Biomarkers""]","[""blood sugar"", ""body mass index"", ""high-density lipoprotein levels""]"
"35614153",NULL,NULL,"[""text""]"
"35616520",NULL,NULL,"[{""modality"": ""None""}, {""modality"": ""Department of Child and Adolescent Psychiatry and Psychotherapy, University Medical Centre Göttingen, Göttingen, Germany.""}]"
"35620143",NULL,"[""Electronic Health Record"", ""Patient Monitors""]",NULL
"35624544","[""MRI""], {""Other Modalities"": [], ""Imaging Modalities"": [""MRI""]}","[""MRI""]","{""Other Modalities"": [], ""Imaging Modalities"": [""MRI""]}"
"35632058","[""sEMG""], [""Electromyography""]","[""sEMG""]","[""Electromyography""]"
"35632155","[""Upper limb exercises""], [""Anthropomorphic Exoskeleton Robot""]","[""Upper limb exercises""]","[""Anthropomorphic Exoskeleton Robot""]"
"35640774","[""EHR"", ""Insurance Claims""], [""Electronic health record""]","[""EHR"", ""Insurance Claims""]","[""Electronic health record""]"
"35641101","[""Echocardiographic""], [""Echocardiographic"", ""Clinical""]","[""Echocardiographic""]","[""Echocardiographic"", ""Clinical""]"
"35641411","[""Echocardiograms""], [""echocardiograms""]","[""Echocardiograms""]","[""echocardiograms""]"
"35645465","[""images"", ""video"", ""audio"", ""text""], [""images"", ""video"", ""audio"", ""text""]","[""images"", ""video"", ""audio"", ""text""]","[""images"", ""video"", ""audio"", ""text""]"
"35648455","[""Biomedical"", ""clinician-reported"", ""patient-reported""], [""Text"", ""Image""]","[""Biomedical"", ""clinician-reported"", ""patient-reported""]","[""Text"", ""Image""]"
"35650191","[""Calcium""], [""Calcium dynamics""]","[""Calcium""]","[""Calcium dynamics""]"
"35653898","[""Inertial measurement units (IMUs)""], [""Surface classification"", ""Gait behavior""]","[""Inertial measurement units (IMUs)""]","[""Surface classification"", ""Gait behavior""]"
"35657100","[""Videofluoroscopic"", ""Kinematic""], [""video"", ""kinematics""]","[""Videofluoroscopic"", ""Kinematic""]","[""video"", ""kinematics""]"
"35657648","[""Laboratory blood tests"", ""Vitals"", ""Age"", ""Sex"", ""Admission diagnosis""], [""text"", ""numeric data""]","[""Laboratory blood tests"", ""Vitals"", ""Age"", ""Sex"", ""Admission diagnosis""]","[""text"", ""numeric data""]"
"35658811","[""Imaging""], [""Health satisfaction"", ""Subjective social standing""]","[""Imaging""]","[""Health satisfaction"", ""Subjective social standing""]"
"35659446","[""T1 weighted MRI scans"", ""SPECT"", ""CSF""], [""Neuroimaging"", ""Biological""]","[""T1 weighted MRI scans"", ""SPECT"", ""CSF""]","[""Neuroimaging"", ""Biological""]"
"35660759",NULL,"[""continuous""]",NULL
"35661152","[""Imaging"", ""Clinical""], [""Diagnostic Imaging"", ""Neurosurgery"", ""Pediatrics""]","[""Imaging"", ""Clinical""]","[""Diagnostic Imaging"", ""Neurosurgery"", ""Pediatrics""]"
"35664103",NULL,"[""Demographic information"", ""Symptoms"", ""Co-morbidities"", ""Electronic medical records""]",NULL
"35670996","[""Neurology"", ""Radiology""], [""text""]","[""Neurology"", ""Radiology""]","[""text""]"
"35684646","[""ultrasound""], [""Audio"", ""Video""]","[""ultrasound""]","[""Audio"", ""Video""]"
"35673065",NULL,NULL,"text"
"35676445","[""Radiation Oncology"", ""Biomedical Data Science""], [""affiliation"", ""radiation oncology""]","[""Radiation Oncology"", ""Biomedical Data Science""]","[""affiliation"", ""radiation oncology""]"
"35680953","[""EEG""], [""EEG"", ""multiscale entropy""]","[""EEG""]","[""EEG"", ""multiscale entropy""]"
"35686827","[""Health-Related Artificial Intelligence"", ""Medical Devices"", ""AI""], []","[""Health-Related Artificial Intelligence"", ""Medical Devices"", ""AI""]","[]"
"35686988","[""Binary images"", ""Center of mass coordinates""], {""Types"": [""Binary images"", ""Center of mass coordinates""]}","[""Binary images"", ""Center of mass coordinates""]","{""Types"": [""Binary images"", ""Center of mass coordinates""]}"
"35688143","[""Electrocardiograms""], [""ECG"", ""Reduced-lead electrocardiograms""]","[""Electrocardiograms""]","[""ECG"", ""Reduced-lead electrocardiograms""]"
"35688888","[""ASEX""], [""health records"", ""Arizona Sexual Experiences Scale (ASEX)""]","[""ASEX""]","[""health records"", ""Arizona Sexual Experiences Scale (ASEX)""]"
"35690537","[""CT lung imaging"", ""Lung function measurements""], [""CT images"", ""lung function measurements""]","[""CT lung imaging"", ""Lung function measurements""]","[""CT images"", ""lung function measurements""]"
"35690622","[""RNA-seq""], [""Transcriptomic data""]","[""RNA-seq""]","[""Transcriptomic data""]"
"35690630","[""Digital Histopathology""], [""histology images"", ""wavelet features"", ""graph-based features""]","[""Digital Histopathology""]","[""histology images"", ""wavelet features"", ""graph-based features""]"
"35694571","[""image""], [""Image"", ""Biomedical""]","[""image""]","[""Image"", ""Biomedical""]"
"35694836","[""Imaging"", ""Clinical status""], [""Urology""]","[""Imaging"", ""Clinical status""]","[""Urology""]"
"35700006",NULL,NULL,"[{""Modality"": ""Biological""}, {""Modality"": ""Healthcare""}]"
"35701461","[""Planning-CT""], [""CT images""]","[""Planning-CT""]","[""CT images""]"
"35705626","[""nasopharyngeal metabolome""], [""Metabolome"", ""Viral load""]","[""nasopharyngeal metabolome""]","[""Metabolome"", ""Viral load""]"
"35708294","[""Blood Pressure""], [""Text""]","[""Blood Pressure""]","[""Text""]"
"35710638","[""metabolomics"", ""gas chromatography-liquid chromatography mass spectrometry""], [""Liquid chromatography"", ""Mass spectrometry""]","[""metabolomics"", ""gas chromatography-liquid chromatography mass spectrometry""]","[""Liquid chromatography"", ""Mass spectrometry""]"
"35710769","[""Audio"", ""Text""], [""Audio"", ""Text""]","[""Audio"", ""Text""]","[""Audio"", ""Text""]"
"35711337","[""FLAIR""], [""FLAIR""]","[""FLAIR""]","[""FLAIR""]"
"35712881","[""Visual""], [""Video"", ""Mirror images""]","[""Visual""]","[""Video"", ""Mirror images""]"
"35717344","[""Second-harmonic generation"", ""Polarimetric""], [""Polarimetric second-harmonic generation microscopy"", ""Texture analysis""]","[""Second-harmonic generation"", ""Polarimetric""]","[""Polarimetric second-harmonic generation microscopy"", ""Texture analysis""]"
"35719689","[""Text""], [""Text"", ""Image""]","[""Text""]","[""Text"", ""Image""]"
"35719866","[""Electronic Health Records (EHRs)""], [{""name"": ""Natural Language Processing (NLP)""}]","[""Electronic Health Records (EHRs)""]","[{""name"": ""Natural Language Processing (NLP)""}]"
"35720015","[""Clinical"", ""Pathological""], [{""pathology_data"": true}, {""radiology_data"": true}]","[""Clinical"", ""Pathological""]","[{""pathology_data"": true}, {""radiology_data"": true}]"
"35720974",NULL,"[""Sequencing""]",NULL
"35724468","[""Radiation Oncology"", ""Otorhinolaryngology - Head and Neck Surgery"", ""Medical Oncology""], []","[""Radiation Oncology"", ""Otorhinolaryngology - Head and Neck Surgery"", ""Medical Oncology""]","[]"
"35726927","[""Virtual Reality""], [""Virtual reality"", ""Surgical skills""]","[""Virtual Reality""]","[""Virtual reality"", ""Surgical skills""]"
"35726954","[""Flow cytometry""], [""Flow cytometry"", ""Radar plots"", ""Support Vector Machine (SVM)"", ""Principal Component Analysis (PCA)"", ""t-SNE"", ""UMAP""]","[""Flow cytometry""]","[""Flow cytometry"", ""Radar plots"", ""Support Vector Machine (SVM)"", ""Principal Component Analysis (PCA)"", ""t-SNE"", ""UMAP""]"
"35727568","[""MRI""], [""MRI"", ""Clinical""]","[""MRI""]","[""MRI"", ""Clinical""]"
"35727872",NULL,"[""Imaging"", ""Nuclear Medicine""]",NULL
"35731736","[""Ultrasound""], [""fetal ultrasound images""]","[""Ultrasound""]","[""fetal ultrasound images""]"
"35732856","[""Ocular Coherence Tomography (OCT) imaging"", ""multifocal Electroretinogram (mfERG)""], [""electroretinogram (mfERG)"", ""ocular coherence tomography (OCT)""]","[""Ocular Coherence Tomography (OCT) imaging"", ""multifocal Electroretinogram (mfERG)""]","[""electroretinogram (mfERG)"", ""ocular coherence tomography (OCT)""]"
"35738052","[""Functional Connectomes""], [""brain activity"", ""functional connectomes""]","[""Functional Connectomes""]","[""brain activity"", ""functional connectomes""]"
"35740270","[""Imaging""], [""MRI""]","[""Imaging""]","[""MRI""]"
"35740780","[""Movement analysis""], [""Movement"", ""Gestational age"", ""Birthweight""]","[""Movement analysis""]","[""Movement"", ""Gestational age"", ""Birthweight""]"
"35746121","[""oxygen saturation level"", ""body temperature"", ""heart rate"", ""cough sound""], [""oxygen saturation level"", ""body temperature"", ""heart rate"", ""cough sound""]","[""oxygen saturation level"", ""body temperature"", ""heart rate"", ""cough sound""]","[""oxygen saturation level"", ""body temperature"", ""heart rate"", ""cough sound""]"
"35751196",NULL,NULL,"[]"
"35753590","[""Echocardiography""], [""Echocardiographic Data""]","[""Echocardiography""]","[""Echocardiographic Data""]"
"35759039","[""Surgical Information Management Systems"", ""Hospital records""], [""surgery"", ""anesthesia""]","[""Surgical Information Management Systems"", ""Hospital records""]","[""surgery"", ""anesthesia""]"
"35759808",NULL,NULL,NULL
"35764770",NULL,NULL,"[""Text""]"
"35767811",NULL,NULL,"[""text"", ""affiliation information""]"
"35771564","[""Edmonton Symptom Assessment System (ESAS) scores""], [""ESAS scores"", ""clinical and demographic factors""]","[""Edmonton Symptom Assessment System (ESAS) scores""]","[""ESAS scores"", ""clinical and demographic factors""]"
"35774480","[""EEG""], [""EEG"", ""fMRI""]","[""EEG""]","[""EEG"", ""fMRI""]"
"35777174","[""Brain images"", ""YouTube videos"", ""Natural images""], [""images"", ""videos""]","[""Brain images"", ""YouTube videos"", ""Natural images""]","[""images"", ""videos""]"
"35778618","[""T2-weighted MRI""], [""MRI"", ""CT""]","[""T2-weighted MRI""]","[""MRI"", ""CT""]"
"35783256","[""Genomic biomarkers"", ""DNA mutation data""], [{""Modality"": ""Text""}, {""Modality"": ""Images""}]","[""Genomic biomarkers"", ""DNA mutation data""]","[{""Modality"": ""Text""}, {""Modality"": ""Images""}]"
"35783851","[""Cardiovascular magnetic resonance (CMR) imaging"", ""Electronic Health Information""], [""Imaging"", ""Physiological""]","[""Cardiovascular magnetic resonance (CMR) imaging"", ""Electronic Health Information""]","[""Imaging"", ""Physiological""]"
"35793625","[""Neurosciences""], [""Motor cortex output"", ""Inhibitory drive""]","[""Neurosciences""]","[""Motor cortex output"", ""Inhibitory drive""]"
"35794186","[""Whole-brain white matter tracts""], [""neurodevelopmental disorders"", ""attention-deficit/hyperactivity disorder (ADHD)"", ""autism spectrum disorder (ASD)""]","[""Whole-brain white matter tracts""]","[""neurodevelopmental disorders"", ""attention-deficit/hyperactivity disorder (ADHD)"", ""autism spectrum disorder (ASD)""]"
"35795874","[""2D joint trajectories"", ""3D library""], [""2D"", ""3D""]","[""2D joint trajectories"", ""3D library""]","[""2D"", ""3D""]"
"35809887","[""Magnetic Resonance Angiography"", ""MR imaging""], [""MRI""]","[""Magnetic Resonance Angiography"", ""MR imaging""]","[""MRI""]"
"35810588","[""Histopathology"", ""Imaging""], [{""Modality"": ""histopathology images""}, {""Modality"": ""functional staining""}]","[""Histopathology"", ""Imaging""]","[{""Modality"": ""histopathology images""}, {""Modality"": ""functional staining""}]"
"35814055","[""Auditory""], [""Auditory""]","[""Auditory""]","[""Auditory""]"
"35814345","[""Brain"", ""Environment""], [""Brain imaging"", ""Neuroethics""]","[""Brain"", ""Environment""]","[""Brain imaging"", ""Neuroethics""]"
"35815015","[""Structural neuroimaging data (T1-weighted)""], [""MRI""]","[""Structural neuroimaging data (T1-weighted)""]","[""MRI""]"
"35816089","[""Blood"", ""Serum""], [""blood"", ""ultrasound""]","[""Blood"", ""Serum""]","[""blood"", ""ultrasound""]"
"35817777","[""Video"", ""Motion Capture""], [""Video"", ""Motion capture""]","[""Video"", ""Motion Capture""]","[""Video"", ""Motion capture""]"
"35819161",NULL,"[""Pathology"", ""Surgery""]",NULL
"35820450","[""T2-weighted magnetic resonance imaging"", ""Diffusion tensor imaging""], [""T2-weighted MRI"", ""Diffusion MRI""]","[""T2-weighted magnetic resonance imaging"", ""Diffusion tensor imaging""]","[""T2-weighted MRI"", ""Diffusion MRI""]"
"35820713","[""Nursing staff""], [""Software"", ""Nursing Staff""]","[""Nursing staff""]","[""Software"", ""Nursing Staff""]"
"35821428","[""MRI"", ""Ultrasound""], [""MRI"", ""ultrasound""]","[""MRI"", ""Ultrasound""]","[""MRI"", ""ultrasound""]"
