"pid","title"
"34463809","Analytical performance of aPROMISE: automated anatomic contextualization, detection, and quantification of [[18]F]DCFPyL (PSMA) imaging for standardized reporting."
"34466045","Artificial Intelligence Analysis of Mandibular Movements Enables Accurate Detection of Phasic Sleep Bruxism in OSA Patients: A Pilot Study."
"34467426","Utility of machine learning of apparent diffusion coefficient (ADC) and T2-weighted (T2W) radiomic features in PI-RADS version 2.1 category 3 lesions to predict prostate cancer diagnosis."
"34469211","Deep Learning: An Update for Radiologists."
"34470057","Systematic Review of Approaches to Preserve Machine Learning Performance in the Presence of Temporal Dataset Shift in Clinical Medicine."
"34492100","Machine Learning-based Prediction Models for Diagnosis and Prognosis in Inflammatory Bowel Diseases: A Systematic Review."
"34493871","Genomic and phenotypic insights from an atlas of genetic effects on DNA methylation."
"34496940","Machine-learning-based COVID-19 mortality prediction model and identification of patients at low and high risk of dying."
"34500139","Combined Transfer Learning and Test-Time Augmentation Improves Convolutional Neural Network-Based Semantic Segmentation of Prostate Cancer from Multi-Parametric MR Images."
"34501270","Predicting Duration of Mechanical Ventilation in Acute Respiratory Distress Syndrome Using Supervised Machine Learning."
"34503526","Walking with robot-generated haptic forces in a virtual environment: a new approach to analyze lower limb coordination."
"34507158","Incorporating clinical knowledge with constrained classifier chain into a multimodal deep network for melanoma detection."
"34508027","Machine Learning Used to Compare the Diagnostic Accuracy of Risk Factors, Clinical Signs and Biomarkers and to Develop a New Prediction Model for Neonatal Early-onset Sepsis."
"34508095","Unified AI framework to uncover deep interrelationships between gene expression and Alzheimer's disease neuropathologies."
"34515639","Predicting the Mortality and Readmission of In-Hospital Cardiac Arrest Patients With Electronic Health Records: A Machine Learning Approach."
"34515942","Towards the Use of 2D Video-Based Markerless Motion Capture to Measure and Parameterize Movement During Functional Capacity Evaluation."
"34516674","Dementia care, robot pets, and aliefs."
"37806020","GAMMA challenge: Glaucoma grAding from Multi-Modality imAges."
"37807084","Identification of different MRI atrophy progression trajectories in epilepsy by subtype and stage inference."
"37809738","Real-world approach to comprehensive artificial intelligence-aided CT evaluation of coronary artery disease in 530 patients: A retrospective study."
"37812784","Combining uncertainty-aware predictive modeling and a bedtime Smart Snack intervention to prevent nocturnal hypoglycemia in people with type 1 diabetes on multiple daily injections."
"37813086","Prevalence of high-risk aortic arch atherosclerosis features on computed tomography angiography in embolic stroke of undetermined source."
"38589815","Improving emotion perception in cochlear implant users: insights from machine learning analysis of EEG signals."
"38591838","Longer and better lives for patients with atrial fibrillation: the 9th AFNET/EHRA consensus conference."
"38592752","Nudges and Prompts Increase Engagement in Self-Guided Digital Health Treatment for Depression and Anxiety: Results From a 3-Arm Randomized Controlled Trial."
"38598077","The Promise and Challenges of Practice-Oriented Research: A Commentary on the Special Issue."
"38598191","Automated CT Analysis of Body Composition as a Frailty Biomarker in Abdominal Surgery."
"38599293","Development and evaluation of a prediction model for peripheral artery disease-related major adverse limb events using novel biomarker data."
"38600209","A decision support system based on recurrent neural networks to predict medication dosage for patients with Parkinson's disease."
"34551312","Improved pathogenicity prediction for rare human missense variants."
"34555562","The Developmental Brain Age Is Associated With Adversity, Depression, and Functional Outcomes Among Adolescents."
"34555777","Automatic segmentation of blood cells from microscopic slides: A comparative analysis."
"34561528","Overcoming barriers to data sharing with medical image generation: a comprehensive evaluation."
"34823246","Multicenter Validation of Individual Preoperative Motor Outcome Prediction for Deep Brain Stimulation in Parkinson's Disease."
"34829370","Alzheimer's Disease-Related Metabolic Pattern in Diverse Forms of Neurodegenerative Diseases."
"34829396","Automation of Lung Ultrasound Interpretation via Deep Learning for the Classification of Normal versus Abnormal Lung Parenchyma: A Multicenter Study."
"34829456","Ten Fast Transfer Learning Models for Carotid Ultrasound Plaque Tissue Characterization in Augmentation Framework Embedded with Heatmaps for Stroke Risk Stratification."
"34829787","Predicting Serum Levels of Lithium-Treated Patients: A Supervised Machine Learning Approach."
"34837331","Multispectral label-free Raman spectroscopy can detect ovarian and endometrial cancer with high accuracy."
"34563122","Can the adverse childhood experiences (ACEs) checklist be utilized to predict emergency department visits among children and adolescents?"
"34566600","Multimodal Prediction of Alzheimer's Disease Severity Level Based on Resting-State EEG and Structural MRI."
"34568504","A Prediction Model for Primary Anterior Cruciate Ligament Injury Using Artificial Intelligence."
"34573331","Thousands of CpGs Show DNA Methylation Differences in ACPA-Positive Individuals."
"34579745","Robust inflammatory breast cancer gene signature using nonparametric random forest analysis."
"34581405","Individualized Prediction of Prodromal Symptom Remission for Youth at Clinical High Risk for Psychosis."
"34582343","Predictive radiomics signature for treatment response to nivolumab in patients with advanced renal cell carcinoma."
"34582617","Stem-cell based, machine learning approach for optimizing natural killer cell-based personalized immunotherapy for high-grade ovarian cancer."
"34587564","Dissected aorta segmentation using convolutional neural networks."
"34589701","Data-Driven Prediction of Fatigue in Parkinson's Disease Patients."
"34596576","Pediatric Chronic Critical Illness: Protocol for a Scoping Review."
"34598071","3D shearlet-based descriptors combined with deep features for the classification of Alzheimer's disease based on MRI data."
"34600329","RGB-D scene analysis in the NICU."
"34600848","Risk Factors for CIED Infection After Secondary Procedures: Insights From the WRAP-IT Trial."
"34602478","Automatic Prediction of Cognitive and Functional Decline Can Significantly Decrease the Number of Subjects Required for Clinical Trials in Early Alzheimer's Disease."
"34606915","An artificial intelligence model to predict hepatocellular carcinoma risk in Korean and Caucasian patients with chronic hepatitis B."
"34607591","Comparison of machine learning algorithms applied to symptoms to determine infectious causes of death in children: national survey of 18,000 verbal autopsies in the Million Death Study in India."
"34609322","Predicting Prolonged Apnea During Nurse-Administered Procedural Sedation: Machine Learning Study."
"34643554","Patient satisfaction with a pharmacist-led best possible medication discharge plan via tele-robot in a remote and rural community hospital."
"34655865","BrainGNN: Interpretable Brain Graph Neural Network for fMRI Analysis."
"34656869","Rethinking modeling Alzheimer's disease progression from a multi-task learning perspective with deep recurrent neural network."
"34658816","Machine Learning for Subtyping Concussion Using a Clustering Approach."
"34665141","Learning About the Current State of Digital Mental Health Interventions for Canadian Youth to Inform Future Decision-Making: Mixed Methods Study."
"34665476","Machine learning as a new frontier in mitral valve surgical strategy."
"34668699","Dynamics of Post-Translational Modification Inspires Drug Design in the Kinase Family."
"34672015","The importance of developing care-worker-centered robotic aides in long-term care."
"34675275","The impact of recency and adequacy of historical information on sepsis predictions using machine learning."
"34678267","Identifying Unexpected Deaths in Long-Term Care Homes."
"34679099","CAMAP: Artificial neural networks unveil the role of codon arrangement in modulating MHC-I peptides presentation."
"34680474","Treatment Efficacy Analysis in Acute Ischemic Stroke Patients Using In Silico Modeling Based on Machine Learning: A Proof-of-Principle."
"34686327","Pan-cancer analysis of non-coding transcripts reveals the prognostic onco-lncRNA HOXA10-AS in gliomas."
"34686914","Posterior Urethral Valves Outcomes Prediction (PUVOP): a machine learning tool to predict clinically relevant outcomes in boys with posterior urethral valves."
"34705042","From Counting to Retrieving: Neural Networks Underlying Alphabet Arithmetic Learning."
"34706413","5-year incidence of suicide-risk in youth: A gradient tree boosting and SHAP study."
"34706445","Difference in patterns of prescribing antidepressants known for their weight-modulating and cardiovascular side effects for patients with obesity compared to patients with normal weight."
"34707133","Involvement of the habenula in the pathophysiology of autism spectrum disorder."
"34707419","Machine Learning-Based Prediction for 4-Year Risk of Metabolic Syndrome in Adults: A Retrospective Cohort Study."
"34710675","Accelerated brain aging in major depressive disorder and antidepressant treatment response: A CAN-BIND report."
"34713065","Machine Learning Revealed New Correlates of Chronic Pelvic Pain in Women."
"34713143","Medication Name Comprehension of Intelligent Virtual Assistants: A Comparison of Amazon Alexa, Google Assistant, and Apple Siri Between 2019 and 2021."
"34715288","Improvement of peripheral nerve visualization using a deep learning-based MR reconstruction algorithm."
"34716214","Cluster Analysis of Cardiovascular Phenotypes in Patients With Type 2 Diabetes and Established Atherosclerotic Cardiovascular Disease: A Potential Approach to Precision Medicine."
"34716400","Differential power of placebo across major psychiatric disorders: a preliminary meta-analysis and machine learning study."
"34743445","Dimensional reduction based on peak fitting of Raman micro spectroscopy data improves detection of prostate cancer in tissue specimens."
"34743558","Deep Learning of the Retina Enables Phenome- and Genome-Wide Analyses of the Microvasculature."
"34744927","Characteristics Associated With High-Intensity Binge Drinking in Alcohol Use Disorder."
"34747691","In-home mandibular repositioning during sleep using MATRx plus predicts outcome and efficacious positioning for oral appliance treatment of obstructive sleep apnea."
"34758422","Results of the COVID-19 mental health international for the general population (COMET-G) study."
"34760216","Learning the structure-activity relationship (SAR) of the Wittig reaction from genetically-encoded substrates."
"34761053","Transgene distribution and immune response after ultrasound delivery of rAAV9 and PHP.B to the brain in a mouse model of amyloidosis."
"38724761","Machine Learning to Predict Outcomes of Fetal Cardiac Disease: A Pilot Study."
"34763798","Classification of diabetic retinopathy using unlabeled data and knowledge distillation."
"34766125","Pathway-extended gene expression signatures integrate novel biomarkers that improve predictions of patient responses to kinase inhibitors."
"34767577","Treatment selection using prototyping in latent-space with application to depression treatment."
"34770281","Comparison of Decision Tree and Long Short-Term Memory Approaches for Automated Foot Strike Detection in Lower Extremity Amputee Populations."
"34791422","Digital health and artificial intelligence in kidney research: a report from the 2020 Kidney Disease Clinical Trialists (KDCT) meeting."
"34793435","The meaning of significant mean group differences for biomarker discovery."
"29879201","Sentiment in nursing notes as an indicator of out-of-hospital mortality in intensive care patients."
"38727827","Three distinct patterns of mental health response following accidents in mountain sports: a follow-up study of individuals treated at a tertiary trauma center."
"34797702","End-to-End Non-Small-Cell Lung Cancer Prognostication Using Deep Learning Applied to Pretreatment Computed Tomography."
"34797972","High-Throughput Molecular Imaging via Deep-Learning-Enabled Raman Spectroscopy."
"34798245","Objective features of sedentary time and light activity differentiate people with low back pain from healthy controls: a pilot study."
"34799114","Birth conditions affect the longevity of Holstein offspring."
"34802712","Evaluating nnU-Net for early ischemic change segmentation on non-contrast computed tomography in patients with Acute Ischemic Stroke."
"34810001","Population-based incidence of invasive pneumococcal disease in children and adults in Ontario and British Columbia, 2002-2018: A Canadian Immunization Research Network (CIRN) study."
"34812362","COVID-SAFE: An IoT-Based System for Automated Health Monitoring and Surveillance in Post-Pandemic Life."
"34814029","Machine learning-based feature combination analysis for odor-dependent hemodynamic responses of rat olfactory bulb."
"34818936","Diagnosing post-traumatic stress disorder using electronic medical record data."
"34819128","Development of glaucoma predictive model and risk factors assessment based on supervised models."
"34823197","Event-based master-slave synchronization of complex-valued neural networks via pinning impulsive control."
"34869483","Automatic Classification Between COVID-19 and Non-COVID-19 Pneumonia Using Symptoms, Comorbidities, and Laboratory Findings: The Khorshid COVID Cohort Study."
"34871837","Classification of Imbalanced Electrocardiosignal Data using Convolutional Neural Network."
"34871982","Developing and validating natural language processing algorithms for radiology reports compared to ICD-10 codes for identifying venous thromboembolism in hospitalized medical patients."
"34878526","Stratified Care vs Stepped Care for Depression: A Cluster Randomized Clinical Trial."
"34880311","Weakly Supervised Sensitive Heatmap framework to classify and localize diabetic retinopathy lesions."
"34880856","Lumpfish (Cyclopterus lumpus) Is Susceptible to Renibacterium salmoninarum Infection and Induces Cell-Mediated Immunity in the Chronic Stage."
"34887449","Circular RNA mediated gene regulation in chronic diabetic complications."
"34887739","Evaluating Convolutional Neural Networks as a Method of EEG-EMG Fusion."
"34889978","Common, low-frequency, rare, and ultra-rare coding variants contribute to COVID-19 severity."
"34893776","Underdiagnosis bias of artificial intelligence algorithms applied to chest radiographs in under-served patient populations."
"34898324","Needs Assessment Survey Identifying Research Processes Which may be Improved by Automation or Artificial Intelligence: ICU Community Modeling and Artificial Intelligence to Improve Efficiency (ICU-Comma)."
"34898544","Assessment of Digital Pathology Imaging Biomarkers Associated with Breast Cancer Histologic Grade."
"34899212","Deep Learning Recurrent Neural Network for Concussion Classification in Adolescents Using Raw Electroencephalography Signals: Toward a Minimal Number of Sensors."
"34909565","Machine learning approaches for parsing comorbidity/heterogeneity in antisociality and substance use disorders: A primer."
"34916084","Development of a cadaveric head and neck cancer model and three-dimensional analysis of margins in surgical navigation-aided ablations."
"34917694","Triage of Persons With Tuberculosis Symptoms Using Artificial Intelligence-Based Chest Radiograph Interpretation: A Cost-Effectiveness Analysis."
"34919072","Automated Segmentation of Spinal Muscles From Upright Open MRI Using a Multiscale Pyramid 2D Convolutional Neural Network."
"34920543","Nursing Informatics Research Trends: Findings from an International Survey."
"34921162","Detection of maternal and fetal stress from the electrocardiogram with self-supervised representation learning."
"34921746","Differential mechanisms of posterior cingulate cortex downregulation and symptom decreases in posttraumatic stress disorder and healthy individuals using real-time fMRI neurofeedback."
"34923280","Development of a machine-learning based voice disorder screening tool."
"34927450","Machine Learning Approach to Classify Cardiovascular Disease in Patients With Nonalcoholic Fatty Liver Disease in the UK Biobank Cohort."
"34929344","Prediction of Obsessive-Compulsive Disorder: Importance of Neurobiology-Aided Feature Design and Cross-Diagnosis Transfer Learning."
"34930582","Registries: Big data, bigger problems?"
"35264564","Autoantibodies targeting GPCRs and RAS-related molecules associate with COVID-19 severity."
"35265932","A machine learning-based clinical decision support algorithm for reducing unnecessary coronary angiograms."
"35266984","Machine Learning to Assist in Large-Scale, Activity-Based Synthetic Cannabinoid Receptor Agonist Screening of Serum Samples."
"35267555","Early Changes in Quantitative Ultrasound Imaging Parameters during Neoadjuvant Chemotherapy to Predict Recurrence in Patients with Locally Advanced Breast Cancer."
"34953074","Bone Microarchitecture Phenotypes Identified in Older Adults Are Associated With Different Levels of Osteoporotic Fracture Risk."
"34953160","A comparison of confounder selection and adjustment methods for estimating causal effects using large healthcare databases."
"34953204","Evaluating the perceived utility of an artificial intelligence-powered clinical decision support system for depression treatment using a simulation center."
"34954633","Transcriptomics and machine learning to advance schizophrenia genetics: A case-control study using post-mortem brain data."
"34957914","Feasibility of robot-assisted radical prostatectomy in men at senior age ≥75 years: perioperative, functional, and oncological outcomes of a high-volume center."
"34966902","Comparison of Empirical Mode Decomposition, Wavelets, and Different Machine Learning Approaches for Patient-Specific Seizure Detection Using Signal-Derived Empirical Dictionary Approach."
"34967848","Cancer Incidence, Mortality, Years of Life Lost, Years Lived With Disability, and Disability-Adjusted Life Years for 29 Cancer Groups From 2010 to 2019: A Systematic Analysis for the Global Burden of Disease Study 2019."
"34971918","Machine learning using preoperative patient factors can predict duration of surgery and length of stay for total knee arthroplasty."
"37813920","COVID-Net Biochem: an explainability-driven framework to building machine learning models for predicting survival and kidney injury of COVID-19 patients from clinical and biochemistry data."
"37814311","Machine learning clinical prediction models for acute kidney injury: the impact of baseline creatinine on prediction efficacy."
"37816141","A Lightweight Framework For Chromatin Loop Detection at the Single-Cell Level."
"34972694","Integrating artificial intelligence in bedside care for covid-19 and future pandemics."
"34974446","Combined transcranial Direct Current Stimulation and robot-assisted arm training in patients with stroke: a systematic review."
"34977072","An Introduction to Machine Learning Approaches for Biomedical Research."
"34978635","Performance of an automated ultrasound device in identifying and tracing the heart in porcine cardiac arrest."
"34979435","Deep transfer learning based model for colorectal cancer histopathology segmentation: A comparative study of deep pre-trained models."
"34983017","Leveraging Artificial Intelligence to Improve the Diversity of Dermatological Skin Color Pathology: Protocol for an Algorithm Development and Validation Study."
"34992127","Thin-Slice Pituitary MRI with Deep Learning-Based Reconstruction for Preoperative Prediction of Cavernous Sinus Invasion by Pituitary Adenoma: A Prospective Study."
"34996927","Discovering cell types using manifold learning and enhanced visualization of single-cell RNA-Seq data."
"34997373","Radiomic Quantification for MRI Assessment of Sacroiliac Joints of Patients with Spondyloarthritis."
"35002915","Remote Evaluation of Parkinson's Disease Using a Conventional Webcam and Artificial Intelligence."
"35006495","Deep learning prediction of sex on chest radiographs: a potential contributor to biased algorithms."
"35007286","Interpretable machine learning for high-dimensional trajectories of aging health."
"35007352","Computer-extracted features of nuclear morphology in hematoxylin and eosin images distinguish stage II and IV colon tumors."
"35009639","Artifacts in EEG-Based BCI Therapies: Friend or Foe?"
"35013227","Topographic mapping of the glioblastoma proteome reveals a triple-axis model of intra-tumoral heterogeneity."
"35017538","Age influences on the molecular presentation of tumours."
"35018791","Brain Connectivity Changes in Postconcussion Syndrome as the Neural Substrate of a Heterogeneous Syndrome."
"35019849","Assessment of Natural Language Processing Methods for Ascertaining the Expanded Disability Status Scale Score From the Electronic Health Records of Patients With Multiple Sclerosis: Algorithm Development and Validation Study."
"35021182","Machine Learning Algorithms as a Computer-Assisted Decision Tool for Oral Cancer Prognosis and Management Decisions: A Systematic Review."
"35021305","Artificial Intelligence Based Machine Learning Models Predict Sperm Parameter Upgrading after Varicocele Repair: A Multi-Institutional Analysis."
"35023995","A lightweight federated learning based privacy preserving B5G pandemic response network using unmanned aerial vehicles: A proof-of-concept."
"35025073","Vertebrae segmentation in reduced radiation CT imaging for augmented reality applications."
"35025756","Predicting Real-world Hypoglycemia Risk in American Adults With Type 1 or 2 Diabetes Mellitus Prescribed Insulin and/or Secretagogues: Protocol for a Prospective, 12-Wave Internet-Based Panel Survey With Email Support (the iNPHORM [Investigating Novel Predictions of Hypoglycemia Occurrence Using Real-world Models] Study)."
"35026177","Validation and utility of ARDS subphenotypes identified by machine-learning models using clinical data: an observational, multicohort, retrospective analysis."
"35027333","Predicting sepsis severity at first clinical presentation: The role of endotypes and mechanistic signatures."
"37835496","Genomic Biomarker Discovery in Disease Progression and Therapy Response in Bladder Cancer Utilizing Machine Learning."
"35027755","Artificial intelligence for diagnosis and Gleason grading of prostate cancer: the PANDA challenge."
"35030208","Predictors of perceived success in quitting smoking by vaping: A machine learning approach."
"35033305","A Telerobotic Ultrasound Clinic Model of Ultrasound Service Delivery to Improve Access to Imaging in Rural and Remote Communities."
"35034778","Pediatric severe traumatic brain injury mortality prediction determined with machine learning-based modeling."
"35039069","Graphical calibration curves and the integrated calibration index (ICI) for competing risk models."
"35040794","Crowdsourcing for Machine Learning in Public Health Surveillance: Lessons Learned From Amazon Mechanical Turk."
"35045864","Reconciling public health common good and individual privacy: new methods and issues in geoprivacy."
"35062167","The Use of Robotics in Dementia Care: An Ethical Perspective."
"35063339","Machine-learning-based exploration to identify remodeling patterns associated with death or heart-transplant in pediatric-dilated cardiomyopathy."
"35063866","Voice characteristics from isolated rapid eye movement sleep behavior disorder to early Parkinson's disease."
"35066631","Malignancy risk stratification of cystic renal lesions based on a contrast-enhanced CT-based machine learning model and a clinical decision algorithm."
"35072145","Factors associated with SARS-CoV-2 test positivity in long-term care homes: A population-based cohort analysis using machine learning."
"35074702","Cerebello-limbic functional connectivity patterns in youth at clinical high risk for psychosis."
"35076400","Longitudinal Changes of COVID-19 Symptoms in Social Media: Observational Study."
"35077592","Validation of cardiogenic shock phenotypes in a mixed cardiac intensive care unit population."
"35084341","Patterns of Symptom Tracking by Caregivers and Patients With Dementia and Mild Cognitive Impairment: Cross-sectional Study."
"35085294","Quantitative ultrasound, elastography, and machine learning for assessment of steatosis, inflammation, and fibrosis in chronic liver disease."
"35087180","PhenoPad: Building AI enabled note-taking interfaces for patient encounters."
"35091423","Connecting artificial intelligence and primary care challenges: findings from a multi stakeholder collaborative consultation."
"35098027","Machine Learning for Supplementing Behavioral Assessment."
"35099382","Explainable artificial intelligence to predict the risk of side-specific extraprostatic extension in pre-prostatectomy patients."
"35099942","Serum Metabolic Fingerprints on Bowl-Shaped Submicroreactor Chip for Chemotherapy Monitoring."
"35101728","Weakly supervised segmentation with cross-modality equivariant constraints."
"35102489","An unbiased algorithm for objective separation of Alzheimer's, Alzheimer's mixed with cerebrovascular symptomology, and healthy controls from one another using electrovestibulography (EVestG)."
"35102519","A Novel Approach for Developing Efficient and Convenient Short Assessments to Approximate a Long Assessment."
"35111593","Longitudinal clustering analysis and prediction of Parkinson's disease progression using radiomics and hybrid machine learning."
"35113677","Development of machine learning prediction models to explore nutrients predictive of cardiovascular disease using Canadian linked population-based data."
"35177653","Evaluation of domain generalization and adaptation on improving model robustness to temporal dataset shift in clinical medicine."
"35131588","Conditional associations between childhood cat ownership and psychotic experiences in adulthood: A retrospective study."
"35135685","Machine learning and artificial intelligence in research and healthcare."
"35136125","Volatile organic compound profiling to explore primary graft dysfunction after lung transplantation."
"35137490","Comparison of error rates between four pretrained DenseNet convolutional neural network models and 13 board-certified veterinary radiologists when evaluating 15 labels of canine thoracic radiographs."
"35138012","Multimodal biological brain age prediction using magnetic resonance imaging and angiography with the identification of predictive regions."
"35141430","Pivoting data and analytic capacity to support Ontario's COVID-19 response."
"35148170","Developing a Prediction Model for Pathologic Complete Response Following Neoadjuvant Chemotherapy in Breast Cancer: A Comparison of Model Building Approaches."
"35150255","PDMDA: predicting deep-level miRNA-disease associations with graph neural networks and sequence features."
"35157713","Utilization of deep learning to quantify fluid volume of neovascular age-related macular degeneration patients based on swept-source OCT imaging: The ONTARIO study."
"35168594","Identifying long-term and imminent suicide predictors in a general population and a clinical sample with machine learning."
"35169170","Early heart rate variability evaluation enables to predict ICU patients' outcome."
"35171745","A machine learning approach to characterize sequential movement-related states in premotor and motor cortices."
"35172791","The predictive power of geographic health care utilization for unintentional fatal fall rates."
"35173041","PICaSSO Histologic Remission Index (PHRI) in ulcerative colitis: development of a novel simplified histological score for monitoring mucosal healing and predicting clinical outcomes and its applicability in an artificial intelligence system."
"35174358","Computer mediated automatic detection of pain-related behavior: prospect, progress, perils."
"35174892","A robotic magnetic resonance-guided high-intensity focused ultrasound platform for neonatal neurosurgery: Assessment of targeting accuracy and precision in a brain phantom."
"35177717","Artificial intelligence enabled automated diagnosis and grading of ulcerative colitis endoscopy images."
"35178000","Detecting Presence of PTSD Using Sentiment Analysis From Text Data."
"35179046","Myocardial Cytoskeletal Adaptations in Advanced Kidney Disease."
"35180634","Aberrant integrity of the cortico-limbic-striatal circuit in major depressive disorder with suicidal ideation."
"35271077","Analyzing Classification Performance of fNIRS-BCI for Gait Rehabilitation Using Deep Neural Networks."
"35273914","Deep Learning-Based Classification of Cancer Cell in Leptomeningeal Metastasis on Cytomorphologic Features of Cerebrospinal Fluid."
"35321230","Mesolimbic Neurobehavioral Mechanisms of Reward Motivation in Anorexia Nervosa: A Multimodal Imaging Study."
"35184845","Machine learning in orthodontics: Automated facial analysis of vertical dimension for increased precision and efficiency."
"35193167","Expressions of anger during advising on life dilemmas predict suicide risk among college students."
"35193790","Machine Learning-Based Cry Diagnostic System for Identifying Septic Newborns."
"35194075","Radiomics and machine learning for the diagnosis of pediatric cervical non-tuberculous mycobacterial lymphadenitis."
"35200318","Phase-Based Grasp Classification for Prosthetic Hand Control Using sEMG."
"35202044","Differential expression of a brain aging biomarker across discrete chronic pain disorders."
"35207705","Systemic Periodontal Risk Score Using an Innovative Machine Learning Strategy: An Observational Study."
"35210316","Differentiating COPD and asthma using quantitative CT imaging and machine learning."
"35210331","Clinical outcome of patients with mild pre-stroke morbidity following endovascular treatment: a HERMES substudy."
"35210482","Cross-institutional outcome prediction for head and neck cancer patients using self-attention neural networks."
"35214095","Numerical Investigation on the Anti-Angiogenic Therapy-Induced Normalization in Solid Tumors."
"35216753","Development and validation of an ensemble machine learning framework for detection of all-cause advanced hepatic fibrosis: a retrospective cohort study."
"35216930","Bypass Grafting and Native Coronary Artery Disease Activity."
"35225756","Using polygenic scores and clinical data for bipolar disorder patient stratification and lithium response prediction: machine learning approach."
"35279142","Reducing readmission rates for individuals discharged from acute psychiatric care in Alberta using peer and text message support: Protocol for an innovative supportive program."
"35287090","Neuroanatomical markers of psychotic experiences in adolescents: A machine-learning approach in a longitudinal population-based sample."
"35292693","Cell segmentation for immunofluorescence multiplexed images using two-stage domain adaptation and weakly labeled data for pre-training."
"35293872","A Machine Learning Approach to Predict the Outcome of Urinary Calculi Treatment Using Shock Wave Lithotripsy: Model Development and Validation Study."
"35294251","Cross-ethnicity/race generalization failure of behavioral prediction from resting-state functional connectivity."
"35294539","Assessment of Machine Learning-Based Medical Directives to Expedite Care in Pediatric Emergency Medicine."
"35296767","Learning accurate personalized survival models for predicting hospital discharge and mortality of COVID-19 patients."
"35297114","Multiple sclerosis cortical lesion detection with deep learning at ultra-high-field MRI."
"37837726","Whole slide image representation in bone marrow cytology."
"37839909","Towards Outcome-Driven Patient Subgroups: A Machine Learning Analysis Across Six Depression Treatment Studies."
"37840934","Radiological features of brain hemorrhage through automated segmentation from computed tomography in stroke and traumatic brain injury."
"37841702","IoT in medical diagnosis: detecting excretory functional disorders for Older adults via bathroom activity change using unobtrusive IoT technology."
"37843893","Identifying Potential Lyme Disease Cases Using Self-Reported Worldwide Tweets: Deep Learning Modeling Approach Enhanced With Sentimental Words Through Emojis."
"37847539","A Motivational Interviewing Chatbot With Generative Reflections for Increasing Readiness to Quit Smoking: Iterative Development Study."
"37847731","Modeling naturalistic face processing in humans with deep convolutional neural networks."
"37848633","Identification of multivariable microRNA and clinical biomarker panels to predict imatinib response in chronic myeloid leukemia at diagnosis."
"37849805","Predicting head and neck cancer treatment outcomes with pre-treatment quantitative ultrasound texture features and optimising machine learning classifiers with texture-of-texture features."
"37853045","Machine learning risk estimation and prediction of death in continuing care facilities using administrative data."
"37854097","Joint classification and segmentation for an interpretable diagnosis of acute respiratory distress syndrome from chest x-rays."
"37855075","Aberrant functional brain network organization is associated with relapse during 1-year follow-up in alcohol-dependent patients."
"37856226","Machine Learning-Based Early Warning Systems for Acute Care Utilization During Systemic Therapy for Cancer."
"29890954","Screening swabs surpass traditional risk factors as predictors of MRSA bacteremia."
"35301516","Voxel-based morphometry and a deep learning model for the diagnosis of early Alzheimer's disease based on cerebral gray matter changes."
"35301676","Deep Learning Forecasts the Occurrence of Sleep Apnea from Single-Lead ECG."
"35305545","Parameters from site classification to harmonize MRI clinical studies: Application to a multi-site Parkinson's disease dataset."
"35305867","Genomic answers for children: Dynamic analyses of 1000 pediatric rare disease genomes."
"35306044","Detecting and predicting visually induced motion sickness with physiological measures in combination with machine learning techniques."
"35311178","The GA4GH Variation Representation Specification: A computational framework for variation representation and federated identification."
"35314708","Prediction of quality of life in schizophrenia using machine learning models on data from Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE) schizophrenia trial."
"35317793","Accurate classification of carotid endarterectomy indication using physician claims and hospital discharge data."
"35321918","Prone positioning of patients with moderate hypoxaemia due to covid-19: multicentre pragmatic randomised trial (COVID-PRONE)."
"35322668","Information Extraction From Electronic Health Records to Predict Readmission Following Acute Myocardial Infarction: Does Natural Language Processing Using Clinical Notes Improve Prediction of Readmission?"
"35329938","Distinct Functional Cortico-Striato-Thalamo-Cerebellar Networks in Genetic Generalized and Focal Epilepsies with Generalized Tonic-Clonic Seizures."
"35816089","Glioblastoma Associated Natural Killer Cell EVs Generating Tumour-Specific Signatures: Noninvasive GBM Liquid Biopsy with Self-Functionalized Quantum Probes."
"35334336","A practical guide to applying machine learning to infant EEG data."
"35336541","Development and Evaluation of a Slip Detection Algorithm for Walking on Level and Inclined Ice Surfaces."
"35341955","Understanding Complex Interactions in Pediatric Diastolic Function Assessment."
"35354470","Machine learning classification of multiple sclerosis patients based on raw data from an instrumented walkway."
"35359924","Harnessing Big Data, Smart and Digital Technologies and Artificial Intelligence for Preventing, Early Intercepting, Managing, and Treating Psoriatic Arthritis: Insights From a Systematic Review of the Literature."
"35360446","COVID-Net CT-2: Enhanced Deep Neural Networks for Detection of COVID-19 From Chest CT Images Through Bigger, More Diverse Learning."
"35360927","Prediction of Recurrent Ischemic Stroke Using Registry Data and Machine Learning Methods: The Erlangen Stroke Registry."
"35361575","Radiomics Can Distinguish Pediatric Supratentorial Embryonal Tumors, High-Grade Gliomas, and Ependymomas."
"35361921","DNA methylation signature associated with Bohring-Opitz syndrome: a new tool for functional classification of variants in ASXL genes."
"35363276","Rapid assessment of the temporal function and phenotypic reversibility of neurodevelopmental disorder risk genes in Caenorhabditis elegans."
"35365510","Predicting hospitalisations related to ambulatory care sensitive conditions with machine learning for population health planning: derivation and validation cohort study."
