"pid","countries","x","modalities","modalities2"
"34367729","[""Canada"", ""Switzerland""]","[""RNA""], [""microbiome"", ""clinical data""]","[""RNA""]","[""microbiome"", ""clinical data""]"
"34370986","[""Canada""]","[""EBUS images""], [""Images""]","[""EBUS images""]","[""Images""]"
"34372915","[""Canada"", ""United Kingdom"", ""United States""]","[""genomics""], [""text"", ""genomic data""]","[""genomics""]","[""text"", ""genomic data""]"
"34384621","[""Canada"", ""United States""]","[""Single-surgeon RARP"", ""Patient-reported outcomes""], [""patient-reported outcomes""]","[""Single-surgeon RARP"", ""Patient-reported outcomes""]","[""patient-reported outcomes""]"
"34387095","[""Canada"", ""Turkey"", ""United States""]","[""Imaging"", ""Genomics""], [""Imaging data"", ""Genomic information""]","[""Imaging"", ""Genomics""]","[""Imaging data"", ""Genomic information""]"
"34389724","[""Canada"", ""United States""]","[""Genomics"", ""Population Genetics""], [""blood samples"", ""genomics""]","[""Genomics"", ""Population Genetics""]","[""blood samples"", ""genomics""]"
"34390964","[""Canada""]","[""Text""], [""Text""]","[""Text""]","[""Text""]"
"34391314","[""Canada"", ""Iran""]","[""Pneumatic actuators""], [""Pneumatic Actuators"", ""Pressure Sensors""]","[""Pneumatic actuators""]","[""Pneumatic Actuators"", ""Pressure Sensors""]"
"34392363","[""Australia"", ""Canada"", ""Iran"", ""Tunisia"", ""Turkey"", ""United Kingdom"", ""United States""]","[""Imaging"", ""Medical Imaging""], [""radiology""]","[""Imaging"", ""Medical Imaging""]","[""radiology""]"
"34393823","[""Canada""]","[""Electrograms""], [""Unipolar Electrograms""]","[""Electrograms""]","[""Unipolar Electrograms""]"
"34396283","[""Canada"", ""United States""]","[""Clinical""], [""text"", ""image""]","[""Clinical""]","[""text"", ""image""]"
"34404460","[""Canada""]","[""single-cell RNA-seq""], [{""Country"": ""Canada"", ""Affiliation"": ""Department of Pathology and Laboratory Medicine, Department of Statistics, University of British Columbia, Vancouver, BC, Canada.""}, {""Country"": ""Canada"", ""Affiliation"": ""Department of Molecular Oncology, BC Cancer, Vancouver, BC, Canada.""}, {""Country"": ""USA"", ""Affiliation"": ""Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA.""}, {""Country"": ""USA"", ""Affiliation"": ""Broad Institute of MIT and Harvard, Cambridge, MA, USA.""}]","[""single-cell RNA-seq""]","[{""Country"": ""Canada"", ""Affiliation"": ""Department of Pathology and Laboratory Medicine, Department of Statistics, University of British Columbia, Vancouver, BC, Canada.""}, {""Country"": ""Canada"", ""Affiliation"": ""Department of Molecular Oncology, BC Cancer, Vancouver, BC, Canada.""}, {""Country"": ""USA"", ""Affiliation"": ""Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA.""}, {""Country"": ""USA"", ""Affiliation"": ""Broad Institute of MIT and Harvard, Cambridge, MA, USA.""}]"
"34408203","[""Canada"", ""United States""]","[""Face""], [""fMRI"", ""Face""]","[""Face""]","[""fMRI"", ""Face""]"
"34409590","[""Canada""]","[""demographics"", ""laboratory tests""], [{""Label"": """", ""Category"": """"}]","[""demographics"", ""laboratory tests""]","[{""Label"": """", ""Category"": """"}]"
"34411121","[""Canada"", ""France"", ""South Africa""]","[""Non-activity-related clinical data""], [""Actimetry measurements"", ""Patient- and physician-reported estimates""]","[""Non-activity-related clinical data""]","[""Actimetry measurements"", ""Patient- and physician-reported estimates""]"
"34413728","[""Canada""]","[""Text""], [""genetic data"", ""environmental data""]","[""Text""]","[""genetic data"", ""environmental data""]"
"34414331","[""Canada"", ""Japan""]","[""Medical"", ""Clinical""], [""electrocardiogram"", ""vital signs""]","[""Medical"", ""Clinical""]","[""electrocardiogram"", ""vital signs""]"
"34414995","[""Canada"", ""Taiwan""]","[""Functional Magnetic Resonance Imaging"", ""Neuropsychological Tests""], [""rs-fMRI"", ""neuropsychological tests""]","[""Functional Magnetic Resonance Imaging"", ""Neuropsychological Tests""]","[""rs-fMRI"", ""neuropsychological tests""]"
"34416844","[""Canada""]",NULL,"[""registry""]",NULL
"34416855","[""Canada""]","[""omics""], [""radiation therapy""]","[""omics""]","[""radiation therapy""]"
"34417899","[""Canada"", ""Switzerland""]","[""Positron emission tomography"", ""Fluorodeoxyglucose""], [""FDG-PET imaging""]","[""Positron emission tomography"", ""Fluorodeoxyglucose""]","[""FDG-PET imaging""]"
"34419753","[""Canada"", ""Georgia"", ""United States""]",NULL,NULL,"[""Gene expression"", null]"
"34420885","[""Canada"", ""China""]",NULL,"[""Clinical"", ""Biochemical""]",NULL
"34426170","[""Canada""]","[""Virtual Reality"", ""Simulated Surgical Procedure""], [""motion"", ""safety"", ""efficiency""]","[""Virtual Reality"", ""Simulated Surgical Procedure""]","[""motion"", ""safety"", ""efficiency""]"
"34454414","[""Canada""]",NULL,"[""Administrative datasets""]",NULL
"34426586","[""Canada""]","[""Arm"", ""Cognitive""], [""motor"", ""cognitive""]","[""Arm"", ""Cognitive""]","[""motor"", ""cognitive""]"
"34430044","[""Canada"", ""China"", ""United States""]","[""Images""], [""Images""]","[""Images""]","[""Images""]"
"34432601","[""Canada"", ""Denmark"", ""Netherlands""]","[""Text""], [""Text"", ""Multimedia""]","[""Text""]","[""Text"", ""Multimedia""]"
"34433834","[""Canada"", ""United States""]","[""Whole-Blood Transcriptomics Data""], [""Whole-Blood Transcriptomics""]","[""Whole-Blood Transcriptomics Data""]","[""Whole-Blood Transcriptomics""]"
"34441340","[""Canada"", ""Croatia"", ""Cyprus"", ""Germany"", ""Greece"", ""Hungary"", ""India"", ""Italy"", ""United Kingdom"", ""United States""]",NULL,NULL,"{""A"": [""India""], ""M"": [""USA""], ""S"": [""USA""], ""V"": [""USA""], ""Z"": [""Hungary""], ""GD"": [""UK""], ""JS"": [""USA""], ""SK"": [""USA""]}"
"34448704","[""Canada""]",NULL,"[""Clinical""]",NULL
"34451039","[""Australia"", ""Canada"", ""China"", ""Hong Kong"", ""New Zealand"", ""United States""]","[""Sensors""], [""knee adduction moment"", ""knee flexion moment""]","[""Sensors""]","[""knee adduction moment"", ""knee flexion moment""]"
"34453326","[""Canada""]","[""electroencephalography""], []","[""electroencephalography""]","[]"
"34454954","[""Canada""]","[""fMRI"", ""EEG""], [{""Modality"": ""EEG""}, {""Modality"": ""fMRI""}]","[""fMRI"", ""EEG""]","[{""Modality"": ""EEG""}, {""Modality"": ""fMRI""}]"
"34460077","[""Canada""]",NULL,"[""Self-reported cognition"", ""Cognitive test performance""]",NULL
"34460576","[""Canada""]","[""Microwave Tomography""], [""Microwave images""]","[""Microwave Tomography""]","[""Microwave images""]"
"34463636","[""Canada"", ""Germany""]","[""Binary""], [""Infection""]","[""Binary""]","[""Infection""]"
"34463809","[""Canada"", ""Germany"", ""Sweden"", ""United States""]","[""PET/CT"", ""Low-Dose CT""], [""Imaging"", ""Clinical data""]","[""PET/CT"", ""Low-Dose CT""]","[""Imaging"", ""Clinical data""]"
"34466045","[""Belgium"", ""Canada"", ""France"", ""United States""]","[""Electromyographic activity (EMG-MMA)"", ""MJM""], [""EMG-MMA"", ""MJM""]","[""Electromyographic activity (EMG-MMA)"", ""MJM""]","[""EMG-MMA"", ""MJM""]"
"34467426","[""Canada"", ""United States""]","[""MRI"", ""TRUS""], [""T2-weighted (T2W) MRI"", ""Apparent diffusion coefficient (ADC)""]","[""MRI"", ""TRUS""]","[""T2-weighted (T2W) MRI"", ""Apparent diffusion coefficient (ADC)""]"
"34469211","[""Canada""]","[""Imaging"", ""Medical""], []","[""Imaging"", ""Medical""]","[]"
"34471189","[""Canada"", ""Iran"", ""United States""]","[""sagittal"", ""frontal""], [""sagittal and frontal motion planes""]","[""sagittal"", ""frontal""]","[""sagittal and frontal motion planes""]"
"34472611","[""Canada""]",NULL,NULL,"[""Alerts"", ""Code status orders""]"
"34487910","[""Australia"", ""Canada""]","[""Web-based""], [""Video"", ""Text""]","[""Web-based""]","[""Video"", ""Text""]"
"34487983","[""Canada"", ""United States""]","[""Image""], [""Image"", ""Video""]","[""Image""]","[""Image"", ""Video""]"
"34489404","[""Canada"", ""United States""]","[""transcriptomic""], [""gene embeddings"", ""topic embeddings""]","[""transcriptomic""]","[""gene embeddings"", ""topic embeddings""]"
"34490899","[""Canada"", ""South Korea""]","[""Computed Tomography""], [{""Type"": ""Computed Tomography"", ""Modality"": ""Imaging""}]","[""Computed Tomography""]","[{""Type"": ""Computed Tomography"", ""Modality"": ""Imaging""}]"
"34496940","[""Canada"", ""United States""]","[""Clinical features"", ""Blood markers""], [{""Modality"": ""Clinical""}, {""Modality"": ""Blood markers""}]","[""Clinical features"", ""Blood markers""]","[{""Modality"": ""Clinical""}, {""Modality"": ""Blood markers""}]"
"34500139","[""Canada""]","[""Multi-Parametric MR Images""], [""MRI"", ""Histopathology""]","[""Multi-Parametric MR Images""]","[""MRI"", ""Histopathology""]"
"34501270","[""Canada"", ""Spain""]","[""ICU data""], [""text"", ""ml""]","[""ICU data""]","[""text"", ""ml""]"
"34503526","[""Canada""]","[""3D phase diagrams"", ""Sobolev norm values""], [""3D phase diagrams"", ""Sobolev norm values""]","[""3D phase diagrams"", ""Sobolev norm values""]","[""3D phase diagrams"", ""Sobolev norm values""]"
"34507158","[""Canada"", ""China""]","[""clinical images"", ""dermoscopic images""], [""clinical images"", ""dermoscopic images""]","[""clinical images"", ""dermoscopic images""]","[""clinical images"", ""dermoscopic images""]"
"34508027","[""Canada"", ""Czechia"", ""Germany"", ""Netherlands"", ""Switzerland"", ""Turkey"", ""United States""]",NULL,NULL,"{""text"": null, ""image"": null, ""video"": null}"
"34508095","[""Canada"", ""United States""]","[""Gene expression"", ""Neuropathology""], [{""Name"": ""gene expression""}, {""Name"": ""human phenotypes""}]","[""Gene expression"", ""Neuropathology""]","[{""Name"": ""gene expression""}, {""Name"": ""human phenotypes""}]"
"34515639","[""Canada"", ""Taiwan""]","[""Electronic Health Records""], [""Textual"", ""Demographic""]","[""Electronic Health Records""]","[""Textual"", ""Demographic""]"
"34515942","[""Canada""]","[""2D Video""], [""Video"", ""Motion data""]","[""2D Video""]","[""Video"", ""Motion data""]"
"34516674","[""Canada""]",NULL,NULL,"[""robot pets"", ""dementia care""]"
"34522068","[""Australia"", ""Canada"", ""Saudi Arabia""]","[""Computed Tomography (CT) scan"", ""X-ray images""], [""Image"", ""Sensor data""]","[""Computed Tomography (CT) scan"", ""X-ray images""]","[""Image"", ""Sensor data""]"
"34525993","[""Canada""]",NULL,NULL,"[""Healthcare"", ""Artificial Intelligence""]"
"34526544","[""Australia"", ""Canada"", ""China""]",NULL,NULL,"[""Administrative health data"", ""Medication history"", ""Hospital admissions data""]"
"34526639","[""Canada"", ""Germany"", ""United Kingdom""]","[""Compression ultrasound"", ""Ultrasound videos""], [""ultrasound"", ""video""]","[""Compression ultrasound"", ""Ultrasound videos""]","[""ultrasound"", ""video""]"
"34526654","[""Canada"", ""Germany""]","[""Functional Magnetic Resonance Imaging (fMRI)""], [""fMRI"", ""structural MRI""]","[""Functional Magnetic Resonance Imaging (fMRI)""]","[""fMRI"", ""structural MRI""]"
"34526699","[""Brazil"", ""Canada"", ""Taiwan"", ""Thailand"", ""United Kingdom"", ""United States""]",NULL,NULL,NULL
"34528885","[""Canada"", ""United States""]","[""Mobile"", ""Outpatient""], [null]","[""Mobile"", ""Outpatient""]","[null]"
"34530336","[""Canada""]","[""Computed Tomography""], [""CT scans"", ""MRI scans""]","[""Computed Tomography""]","[""CT scans"", ""MRI scans""]"
"34541337","[""Canada"", ""Turkey""]","[""Electronic medical records"", ""Medications"", ""Billing codes""], [""Electronic medical records"", ""billing codes""]","[""Electronic medical records"", ""Medications"", ""Billing codes""]","[""Electronic medical records"", ""billing codes""]"
"34547916","[""Canada"", ""India""]","[""SERS""], [{""Modality"": ""Raman spectroscopy""}]","[""SERS""]","[{""Modality"": ""Raman spectroscopy""}]"
"34551312","[""Canada""]",NULL,NULL,"[""variant sets""]"
"34555562","[""Canada""]","[""magnetic resonance imaging"", ""brain features""], {""Functional"": null, ""Structural"": true}","[""magnetic resonance imaging"", ""brain features""]","{""Functional"": null, ""Structural"": true}"
"34557674","[""Canada""]","[""Voice""], [""Voice Monitoring""]","[""Voice""]","[""Voice Monitoring""]"
"34561528","[""Canada"", ""Germany"", ""Switzerland""]","[""Chest Radiographs"", ""Brain Computed Tomography (CT) Scans""], [""Image"", ""Computed Tomography (CT)""]","[""Chest Radiographs"", ""Brain Computed Tomography (CT) Scans""]","[""Image"", ""Computed Tomography (CT)""]"
"34563122","[""Canada""]",NULL,NULL,"[{""ForeName"": ""Asmita"", ""Initials"": ""A"", ""LastName"": ""Bhattarai""}, {""ForeName"": ""Gina"", ""Initials"": ""G"", ""LastName"": ""Dimitropoulos""}, {""ForeName"": ""Brian"", ""Initials"": ""B"", ""LastName"": ""Marriott""}, {""ForeName"": ""Jaime"", ""Initials"": ""J"", ""LastName"": ""Paget""}, {""ForeName"": ""Andrew G M"", ""Initials"": ""AGM"", ""LastName"": ""Bulloch""}, {""ForeName"": ""Suzanne C"", ""Initials"": ""SC"", ""LastName"": ""Tough""}, {""ForeName"": ""Scott B"", ""Initials"": ""SB"", ""LastName"": ""Patten""}]"
"34566600","[""Canada"", ""United States""]","[""Resting-State EEG"", ""Structural MRI""], [""Resting-state EEG"", ""Structural MRI""]","[""Resting-State EEG"", ""Structural MRI""]","[""Resting-state EEG"", ""Structural MRI""]"
"34568504","[""Canada"", ""Spain""]","[""Knee images""], [""MRI""]","[""Knee images""]","[""MRI""]"
"34573331","[""Canada"", ""United States""]","[""Whole blood""], [""Genetic""]","[""Whole blood""]","[""Genetic""]"
"34579745","[""Canada""]","[""Gene expression""], [""Gene expression""]","[""Gene expression""]","[""Gene expression""]"
"34581405","[""Canada"", ""Israel"", ""United States""]","[""Clinical"", ""Demographic""], [""clinical and demographic predictor variables"", ""prodromal symptom remission""]","[""Clinical"", ""Demographic""]","[""clinical and demographic predictor variables"", ""prodromal symptom remission""]"
"34582343","[""Canada""]","[""Computed Tomography (CT)""], [""Computed tomography""]","[""Computed Tomography (CT)""]","[""Computed tomography""]"
"34582617","[""Canada""]","[""Simulation""], [""artificially induced NK cells (aiNK-WT)"", ""TME simulations""]","[""Simulation""]","[""artificially induced NK cells (aiNK-WT)"", ""TME simulations""]"
"34587564","[""Canada"", ""China""]","[""Computed Tomography Angiography""], [""CTA images""]","[""Computed Tomography Angiography""]","[""CTA images""]"
"34589701","[""Canada""]","[""Questionnaire"", ""Patient Level Data""], [""Text""]","[""Questionnaire"", ""Patient Level Data""]","[""Text""]"
"34598071","[""Canada"", ""Saudi Arabia""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"34600329","[""Canada""]","[""Color"", ""Depth""], [""Color and depth video""]","[""Color"", ""Depth""]","[""Color and depth video""]"
"34600848","[""Canada"", ""Greece"", ""Italy"", ""Jersey"", ""Spain"", ""Sweden"", ""United States""]",NULL,"[""Text"", ""Numerical""]",NULL
"34602478","[""Canada""]","[""MRI"", ""cerebrospinal fluid amyloid-β""], [""MRI"", ""cognitive test scores""]","[""MRI"", ""cerebrospinal fluid amyloid-β""]","[""MRI"", ""cognitive test scores""]"
"34606915","[""Canada"", ""Germany"", ""Greece"", ""Italy"", ""Korea, Republic of"", ""Spain"", ""Turkey""]",NULL,NULL,"[]"
"34607591","[""Canada"", ""India""]","[""Symptoms""], [""text""]","[""Symptoms""]","[""text""]"
"34609322","[""Australia"", ""Canada"", ""United States""]","[""Capnography""], [""capnography""]","[""Capnography""]","[""capnography""]"
"34637473","[""Canada""]","[""Plantar pressure"", ""Lower limb acceleration""], [""Plantar pressure"", ""Lower limb acceleration""]","[""Plantar pressure"", ""Lower limb acceleration""]","[""Plantar pressure"", ""Lower limb acceleration""]"
"34616282","[""Canada""]","[""Speech"", ""Eye-Movement""], [""Language"", ""Eye movement""]","[""Speech"", ""Eye-Movement""]","[""Language"", ""Eye movement""]"
"34618413","[""Canada"", ""Italy"", ""United States""]","[""Image""], [""Imaging"", ""Pathology""]","[""Image""]","[""Imaging"", ""Pathology""]"
"34619571","[""Canada""]","[""Text"", ""Numerical""], [""Demographic data""]","[""Text"", ""Numerical""]","[""Demographic data""]"
"34620391","[""Canada"", ""Germany"", ""South Africa""]","[""Echocardiographic"", ""Hemodynamic""], [""echocardiography"", ""hemodynamics""]","[""Echocardiographic"", ""Hemodynamic""]","[""echocardiography"", ""hemodynamics""]"
"34621541","[""Canada"", ""Greece"", ""United States""]",NULL,NULL,"[{""modal1"": ""X-ray""}, {""modal2"": ""MRI""}]"
"34622225","[""Canada"", ""Switzerland"", ""United States""]","[""Hematoxylin and eosin (HE)-stained tissues""], [""hematoxylin and eosin (HE)-stained tissues""]","[""Hematoxylin and eosin (HE)-stained tissues""]","[""hematoxylin and eosin (HE)-stained tissues""]"
"34623400","[""Canada""]","[""Neural activity""], [{""EEG"": true}]","[""Neural activity""]","[{""EEG"": true}]"
"34625565","[""Canada"", ""China""]","[""Medical images""], [""medical images""]","[""Medical images""]","[""medical images""]"
"34633514","[""Canada""]","[""fMRI""], [""fMRI""]","[""fMRI""]","[""fMRI""]"
"34634635","[""Canada"", ""India""]","[""Hematoxylin and Eosin (HE)""], [""Histopathological images"", ""Convolutional Neural Network""]","[""Hematoxylin and Eosin (HE)""]","[""Histopathological images"", ""Convolutional Neural Network""]"
"34635910","[""Belgium"", ""Bulgaria"", ""Canada"", ""Cyprus"", ""Denmark"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Ireland"", ""Israel"", ""Italy"", ""Malta"", ""Poland"", ""Portugal"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Arab Emirates"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Gastroenterology"", ""Surgery""]"
"34643554","[""Canada""]","[""audiovisual"", ""robotic""], [""Audio"", ""Visual""]","[""audiovisual"", ""robotic""]","[""Audio"", ""Visual""]"
"34655865","[""Canada"", ""United States""]","[""fMRI""], [""Functional Magnetic Resonance Images (fMRI)""]","[""fMRI""]","[""Functional Magnetic Resonance Images (fMRI)""]"
"34656869","[""Canada"", ""China""]","[""MRI""], [""MRI"", ""Cognitive Score""]","[""MRI""]","[""MRI"", ""Cognitive Score""]"
"34665141","[""Canada""]",NULL,NULL,"[""Web-based Resources"", ""Mobile Apps"", ""Twitter Content""]"
"34665476","[""Canada""]","[""Echocardiographic""], [""Demographic and clinical parameters"", ""Medical imaging""]","[""Echocardiographic""]","[""Demographic and clinical parameters"", ""Medical imaging""]"
"34668699","[""Canada"", ""China"", ""United States""]",NULL,"[""Structural"", ""Biophysical""]",NULL
"34675275","[""Canada"", ""Iran""]","[""Nil""], [""BiLSTM"", ""ML""]","[""Nil""]","[""BiLSTM"", ""ML""]"
"34678267","[""Canada""]",NULL,NULL,NULL
"34679099","[""Canada""]","[""Transcriptome""], [""mRNA sequences"", ""codon arrangement""]","[""Transcriptome""]","[""mRNA sequences"", ""codon arrangement""]"
"34680474","[""Canada"", ""Germany""]","[""MRI"", ""Clinical Variables""], [""MRI""]","[""MRI"", ""Clinical Variables""]","[""MRI""]"
"34686327","[""Canada"", ""China""]","[], [""gene_expression"", ""protein_expression""]","[]","[""gene_expression"", ""protein_expression""]"
"34686914","[""Canada"", ""United States""]","[""kidney function measurements"", ""vesicoureteral reflux grade"", ""renal dysplasia at presentation""], [""Urology"", ""Surgery""]","[""kidney function measurements"", ""vesicoureteral reflux grade"", ""renal dysplasia at presentation""]","[""Urology"", ""Surgery""]"
"34694564","[""Canada""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"34705042","[""Belgium"", ""Canada"", ""United States""]","[""Functional magnetic resonance imaging (fMRI)""], [""Functional Magnetic Resonance Imaging""]","[""Functional magnetic resonance imaging (fMRI)""]","[""Functional Magnetic Resonance Imaging""]"
"34706413","[""Brazil"", ""Canada""]",NULL,NULL,"[""Demographic"", ""Clinical""]"
"34706445","[""Canada"", ""United States""]","[""Electronic medical records""], [""Text""]","[""Electronic medical records""]","[""Text""]"
"34707133","[""Brazil"", ""Canada""]","[""Magnetic Resonance Imaging""], [""brain imaging""]","[""Magnetic Resonance Imaging""]","[""brain imaging""]"
"34707419","[""Canada"", ""China""]",NULL,NULL,NULL
"34710675","[""Canada""]","[""brain regions"", ""MRI""], [""brain MRI""]","[""brain regions"", ""MRI""]","[""brain MRI""]"
"34713065","[""Canada""]","[""Endometriosis Health Profile"", ""Pain Catastrophizing Scale"", ""Depression score"", ""Anxiety score"", ""Abdominal wall pain"", ""Pelvic floor tenderness""], [""text"", ""machine learning""]","[""Endometriosis Health Profile"", ""Pain Catastrophizing Scale"", ""Depression score"", ""Anxiety score"", ""Abdominal wall pain"", ""Pelvic floor tenderness""]","[""text"", ""machine learning""]"
"34713143","[""Canada""]","[""Speech"", ""Audio""], [""audio"", ""speech""]","[""Speech"", ""Audio""]","[""audio"", ""speech""]"
"34715288","[""Canada"", ""United States""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"34716214","[""Canada"", ""Italy"", ""Taiwan"", ""United Kingdom"", ""United States""]",NULL,"[""electronic""]",NULL
"34716400","[""Brazil"", ""Canada"", ""China"", ""United States""]",NULL,NULL,NULL
"34717189","[""Canada""]","[""Histopathology"", ""Whole-slide images""], [""Histology"", ""Whole-slide images""]","[""Histopathology"", ""Whole-slide images""]","[""Histology"", ""Whole-slide images""]"
"34719494","[""Canada"", ""Italy""]","[""Magnetic Resonance Image""], [""MRI""]","[""Magnetic Resonance Image""]","[""MRI""]"
"34719765","[""Austria"", ""Canada"", ""United States""]","[""Medical University"", ""Department of Psychiatry"", ""Knight Alzheimer Disease Research Center""], {""text"": false, ""image"": false, ""video"": false}","[""Medical University"", ""Department of Psychiatry"", ""Knight Alzheimer Disease Research Center""]","{""text"": false, ""image"": false, ""video"": false}"
"34726496","[""Canada"", ""United States""]","[""grid"", ""project""], [{""modality"": ""Text""}, {""modality"": ""Images""}]","[""grid"", ""project""]","[{""modality"": ""Text""}, {""modality"": ""Images""}]"
"34734350","[""Canada""]","[""Vital Signs"", ""ECG Findings"", ""Blood Tests""], [""Text"", ""Image""]","[""Vital Signs"", ""ECG Findings"", ""Blood Tests""]","[""Text"", ""Image""]"
"34735529","[""Canada""]","[""Hematoxylin and eosin"", ""Feulgen-thionin staining""], [""hematoxylin eosin"", ""Feulgen-thionin staining""]","[""Hematoxylin and eosin"", ""Feulgen-thionin staining""]","[""hematoxylin eosin"", ""Feulgen-thionin staining""]"
"34736872","[""Canada""]","[""VCUG""], [""Image analysis"", ""Machine learning""]","[""VCUG""]","[""Image analysis"", ""Machine learning""]"
"34737020","[""Canada""]","[""Text"", ""Numerical""], [""Survey Data"", ""Questionnaire Data""]","[""Text"", ""Numerical""]","[""Survey Data"", ""Questionnaire Data""]"
"34737094","[""Canada"", ""China"", ""Georgia"", ""Taiwan"", ""United States""]",NULL,"[""Serum data""]",NULL
"34738844","[""Canada""]",NULL,"[""Categorical features"", ""Continuous features""]",NULL
"34740952","[""Canada"", ""France"", ""Netherlands"", ""Poland"", ""United States""]",NULL,NULL,"[""radiology""]"
"34743445","[""Canada"", ""United States""]","[""Oncology""], [""Medical images"", ""Clinical data""]","[""Oncology""]","[""Medical images"", ""Clinical data""]"
"34744927","[""Canada"", ""United States""]","[""self-report measures""], [""text"", ""numeric""]","[""self-report measures""]","[""text"", ""numeric""]"
"34747691","[""Canada""]","[""Sleep""], [""sleep study"", ""mandibular positioner""]","[""Sleep""]","[""sleep study"", ""mandibular positioner""]"
"34760216","[""Canada""]","[""peptides"", ""HPLC""], [""Genetic"", ""Chemical""]","[""peptides"", ""HPLC""]","[""Genetic"", ""Chemical""]"
"34761053","[""Canada""]","[""gene delivery"", ""ultrasound""], [""Brain""]","[""gene delivery"", ""ultrasound""]","[""Brain""]"
"34763798","[""Canada"", ""Iran"", ""United States""]","[""Medical Images""], [""images""]","[""Medical Images""]","[""images""]"
"34766125","[""Canada""]",NULL,"[""Gene Expression""]",NULL
"34767577","[""Canada"", ""Israel"", ""United States""]",NULL,"[""Clinical data""]",NULL
"34770281","[""Canada"", ""Slovenia""]","[""Accelerometer"", ""Gyroscope""], [""Accelerometer"", ""Gyroscope""]","[""Accelerometer"", ""Gyroscope""]","[""Accelerometer"", ""Gyroscope""]"
"34770729","[""Canada"", ""United States""]","[""Inertial motion unit (IMU)-based physiological vibration acceleration""], [""Wearable inertial motion unit (IMU)-based physiological vibration acceleration sensor""]","[""Inertial motion unit (IMU)-based physiological vibration acceleration""]","[""Wearable inertial motion unit (IMU)-based physiological vibration acceleration sensor""]"
"34773476","[""Canada"", ""United States""]","[""Clinical"", ""Ultrasound""], [""ultrasound""]","[""Clinical"", ""Ultrasound""]","[""ultrasound""]"
"34773974","[""Canada"", ""United Kingdom"", ""United States""]",NULL,"[""Imaging"", ""Genomics""]",NULL
"34776600","[""Canada""]","[""Smartphone app use""], [""Smartphone app use"", ""Fatigue/boredom""]","[""Smartphone app use""]","[""Smartphone app use"", ""Fatigue/boredom""]"
"34777332","[""Australia"", ""Canada"", ""France"", ""United States""]","[""Single Cell RNA sequencing"", ""Serum antibody titers""], [{""Modality"": ""Single Cell RNA Sequencing""}]","[""Single Cell RNA sequencing"", ""Serum antibody titers""]","[{""Modality"": ""Single Cell RNA Sequencing""}]"
"34782835","[""Canada"", ""China""]","[""Medical Big Data""], [""Neural Network"", ""Simulated Annealing Algorithm""]","[""Medical Big Data""]","[""Neural Network"", ""Simulated Annealing Algorithm""]"
"34786311","[""Canada"", ""India"", ""Russia"", ""Saudi Arabia"", ""Sri Lanka"", ""United Kingdom""]",NULL,NULL,NULL
"34786572","[""Canada""]","[""Metabolomics""], [""NMR spectroscopy""]","[""Metabolomics""]","[""NMR spectroscopy""]"
"34788078","[""Canada"", ""China"", ""France""]","[""Medical""], [""text"", ""image""]","[""Medical""]","[""text"", ""image""]"
"34788342","[""Canada""]","[""Vision""], [""gait"", ""sacrum mediolateral range of motion""]","[""Vision""]","[""gait"", ""sacrum mediolateral range of motion""]"
"34791422","[""Australia"", ""Canada"", ""France"", ""Germany"", ""United Kingdom"", ""United States""]","[""electronic monitoring"", ""electronic health records"", ""smartphones"", ""wearables""], [""Electronic Monitoring"", ""Electronic Health Records"", ""Smartphones""]","[""electronic monitoring"", ""electronic health records"", ""smartphones"", ""wearables""]","[""Electronic Monitoring"", ""Electronic Health Records"", ""Smartphones""]"
"34793435","[""Canada"", ""France"", ""Netherlands"", ""Spain"", ""United Kingdom"", ""United States""]",NULL,NULL,"[""Survey"", ""Questionnaire""]"
"34797702","[""Canada"", ""United States""]","[""Computed Tomography""], [""CT""]","[""Computed Tomography""]","[""CT""]"
"34797972","[""Canada"", ""Netherlands"", ""United Kingdom""]","[""Raman spectroscopy"", ""Deep learning""], [""Hyperspectral Raman images""]","[""Raman spectroscopy"", ""Deep learning""]","[""Hyperspectral Raman images""]"
"34798245","[""Canada"", ""Switzerland"", ""United States""]","[""Accelerometry""], [""acceleration""]","[""Accelerometry""]","[""acceleration""]"
"34799114","[""Canada""]",NULL,"[""birth conditions"", ""offspring longevity""]",NULL
"34802712","[""Canada""]","[""NCCT""], [""Computed Tomography""]","[""NCCT""]","[""Computed Tomography""]"
"34810001","[""Canada""]",NULL,NULL,NULL
"34812362","[""Canada"", ""Iran""]",NULL,NULL,"[""temperature"", ""cough rate"", ""respiratory rate"", ""blood oxygen saturation""]"
"34818936","[""Canada""]","[""structured"", ""unstructured""], [""Structured data"", ""Unstructured text""]","[""structured"", ""unstructured""]","[""Structured data"", ""Unstructured text""]"
"34819128","[""Canada"", ""Iran""]","[""visual field"", ""perimetry""], [""Image"", ""Perimetry""]","[""visual field"", ""perimetry""]","[""Image"", ""Perimetry""]"
